,pandemic_infected,pandemic_recovered,pandemic_susceptible
491,0.001295,0.51467625,0.47064625
492,0.00127625,0.51503125,0.47042875
493,0.0012175,0.51537125,0.47025500000000003
494,0.0011675000000000001,0.51571,0.47006625
495,0.0011525,0.51603,0.4698825
496,0.001105,0.5163625,0.46971
497,0.00106,0.51668,0.4695275
498,0.00099375,0.5169925,0.4693825
499,0.0009699999999999999,0.5172800000000001,0.46921625
500,0.00094625,0.5175475,0.46905749999999996
501,0.0009,0.51782125,0.4689225
502,0.00084875,0.5180725,0.46881125
503,0.00080625,0.51834125,0.468685
504,0.00077875,0.51856875,0.46856000000000003
505,0.0007625,0.51876375,0.46843999999999997
506,0.00072625,0.51900375,0.4683375
507,0.00068125,0.51923125,0.4682375
508,0.0006475,0.51946,0.46813875
509,0.0006325,0.5196225,0.4680375
510,0.00059625,0.51982125,0.4679375
511,0.00058125,0.520005,0.46784375
512,0.0005474999999999999,0.5201875,0.4677675
513,0.00053375,0.5203525,0.46768375
514,0.0005099999999999999,0.5205225,0.46759375
515,0.00046875,0.52067,0.46753999999999996
516,0.00045999999999999996,0.52082,0.467475
517,0.00043875,0.52098375,0.46740625
518,0.00043,0.52113125,0.46733375
519,0.00039625,0.52126875,0.46728500000000006
520,0.00036375,0.52142625,0.46723000000000003
521,0.00036625,0.5215375,0.46715625
522,0.0003375,0.52164375,0.467125
523,0.00034625,0.52174375,0.4670675
524,0.00033999999999999997,0.52184875,0.46700749999999996
525,0.00031,0.52197625,0.46696499999999996
526,0.00029875,0.52207625,0.46692125
527,0.00027375,0.52218125,0.46688500000000005
528,0.00026625,0.52227875,0.46683875
529,0.00022875,0.522365,0.46681999999999996
530,0.00024249999999999999,0.52245375,0.46677375
531,0.00022625,0.5225525,0.46673625
532,0.00021125,0.52263375,0.46671375
533,0.00019875,0.5227225000000001,0.46668000000000004
534,0.00017875,0.5227975,0.4666575
535,0.00018625,0.52287,0.46662625
536,0.00017375,0.52295125,0.466605
537,0.00015875,0.5230175,0.46658
538,0.0001675,0.523075,0.4665525
539,0.00016375,0.5231425000000001,0.46652625
540,0.00015625,0.5232,0.46649875
541,0.00013625,0.5232525,0.46648375
542,0.00012749999999999998,0.52331375,0.4664625
543,0.00011750000000000001,0.52336,0.466455
544,0.00010375,0.523405,0.4664375
545,8.499999999999999e-05,0.5234575,0.46642875
546,8.499999999999999e-05,0.5234949999999999,0.4664075
547,7.75e-05,0.52354625,0.46639250000000004
548,7.875e-05,0.5235850000000001,0.46638375
549,7.25e-05,0.5236149999999999,0.46637375
550,7.5e-05,0.52363625,0.46636000000000005
551,6.375e-05,0.52367125,0.46635125
552,6.125e-05,0.52370625,0.4663425
553,5.9999999999999995e-05,0.52373625,0.46633375
554,5.25e-05,0.5237675,0.46632875
555,5.125e-05,0.52379875,0.46632250000000003
556,5e-05,0.5238225000000001,0.46631375
557,4e-05,0.5238550000000001,0.4663075
558,3.375e-05,0.52387625,0.46630375
559,3.625e-05,0.523895,0.46629625
560,3.2500000000000004e-05,0.52392125,0.46628875
561,2.625e-05,0.52393875,0.46628625
562,2.125e-05,0.52395875,0.46628625
563,1.875e-05,0.52396875,0.46628375
564,1.25e-05,0.52399625,0.4662825
565,1.4999999999999999e-05,0.52400375,0.46627875
566,1.375e-05,0.5240199999999999,0.46627749999999996
567,1.25e-05,0.52403375,0.46627375
568,1.25e-05,0.52404125,0.46627125
569,1.125e-05,0.5240524999999999,0.46626625
570,1e-05,0.52405875,0.46626375
571,7.499999999999999e-06,0.52407625,0.46626125
572,7.499999999999999e-06,0.52409125,0.46626000000000006
573,8.75e-06,0.524105,0.4662575
574,6.25e-06,0.5241125,0.4662575
575,7.499999999999999e-06,0.52412,0.46625625
576,6.25e-06,0.5241225,0.46625625
577,8.75e-06,0.52413125,0.46625375
578,1e-05,0.52413625,0.46625125
579,8.75e-06,0.52414625,0.46625125
580,8.75e-06,0.52415,0.46625
581,7.499999999999999e-06,0.52415625,0.46624875
582,5e-06,0.52415875,0.46624875
583,5e-06,0.52417,0.46624750000000004
584,5e-06,0.52417625,0.46624625
585,3.75e-06,0.52417875,0.46624499999999997
586,2.5e-06,0.5241825,0.46624499999999997
587,2.5e-06,0.5241875,0.46624499999999997
588,2.5e-06,0.5241925000000001,0.46624499999999997
589,2.5e-06,0.5241975,0.46624499999999997
590,3.75e-06,0.5242,0.46624375
591,3.75e-06,0.524205,0.46624375
592,3.75e-06,0.524205,0.46624375
593,5e-06,0.5242074999999999,0.4662425
594,5e-06,0.5242100000000001,0.4662425
595,6.25e-06,0.5242100000000001,0.46624125
596,5e-06,0.5242125,0.46624125
597,6.25e-06,0.52421875,0.46623875
598,6.25e-06,0.52422,0.46623875
599,6.25e-06,0.52422125,0.46623875
600,5e-06,0.52422625,0.46623875
601,5e-06,0.52422625,0.46623875
602,5e-06,0.52423,0.4662375
603,3.75e-06,0.5242325,0.4662375
604,2.5e-06,0.52423375,0.4662375
605,3.75e-06,0.52423375,0.46623625
606,2.5e-06,0.524235,0.46623625
607,3.75e-06,0.524235,0.466235
