,btc_eur,btc_aud,btc_usd
0,-3.920036380073725,-3.9665102687959006,-4.014651790566859
1,0.0,0.3153778252453776,-0.08086198884302576
2,0.8588219944595039,0.8195171611678234,0.828525575076128
3,0.6865269363679545,0.7558817405024456,0.6058036169997649
4,-0.5393743388576695,-0.37786945060361177,-0.7472106168843311
5,-2.406208192980557,-2.7438320454912173,-2.3664820259145927
6,-3.7682453308480035,-3.6701933244657994,-3.7533392950444977
7,2.02134808883784,2.168940681987806,2.0711508378444705
8,0.443164199587045,0.5375494200598041,0.405605473120886
9,1.2053973735382897,1.2005372265721235,1.2563324854090752
10,-2.8806047026300803,-2.814053142310513,-2.9609821260273748
11,0.5176430104384053,0.5223048004609154,0.5279402331852907
12,1.2067926643449027,1.4230826366347173,1.2172609078443202
13,-1.650470265904005,-1.5971539271813526,-1.8467600706862868
14,-0.6412153716792091,-0.34823350991428015,-0.5079494191595586
15,-1.0366787718194246,-0.6968310308402579,-1.2811780454412656
16,1.875108491482024,2.4683947405592335,1.7485010045820673
17,-1.973895876413735,-2.0724084523499187,-1.8706036116236646
18,0.14817741803381068,-0.23757295581162907,0.2238433919592353
19,-0.7163943439500144,-0.4594678176108573,-0.7327647949459788
20,0.09884353076995467,0.0950796292618179,0.10180500278693216
21,1.1359989367756498,1.0927664705413918,1.1395085068270419
22,-1.9764805327395152,-1.7109457146507339,-2.1172646345876274
23,-0.29680930220274604,-0.7613609694453771,-0.20381957961399166
24,-4.065247777962213,-4.229748069243215,-3.8600229695894086
25,-3.308995766887165,-3.591814533203433,-3.3410228362390626
26,0.29900580792309484,0.3997281901556562,0.18476509224092297
27,3.581113473737787,3.685948915912377,3.667698688832388
28,-0.04964996773742314,-0.0796387586324272,-0.1431771000898152
29,1.5132161204583099,1.7028865648117062,1.4512752304508467
30,0.9167379638820421,0.9218494859487691,1.061571224958243
31,-1.3878220859005523,-1.255832233277033,-1.3271402080627013
32,1.338290162566409,1.3193767462307733,1.4699580034030078
33,0.42094316650945984,0.3176620102949528,0.5098971138104389
34,-0.9411765400636796,-0.7943443105741608,-1.0608781801238365
35,-1.016474409148941,-0.969955314996696,-0.9802721039850439
36,-0.7692403510864096,-0.9072027742786304,-1.0016865967627382
37,-1.9381295668099483,-1.8647355328139383,-2.293344167086616
38,-2.2409809931268683,-1.820272585380735,-2.23697670576621
39,3.9308422302528925,3.764620247940911,3.8142156361664092
40,-0.22349420870523318,0.0,-0.22516759728750912
41,2.0344372620129434,1.9723558542136743,2.0655460076613963
42,0.8918618205443636,0.8894678074957483,0.8780976477792137
43,4.373454952861721,4.277437528442533,4.358636579747326
44,-0.2465787215060118,-0.20553197280241875,-0.28456441510752484
45,-0.9869233468234597,-1.0916081736395427,-0.8134876696822175
46,-1.3091755300265504,-1.203731713207162,-0.9974250977047632
47,-3.0696892528994795,-2.9362071042196476,-2.6919014542290824
48,2.1052378643835254,2.1117655373782327,2.121497266665756
49,-0.44544532895088196,-0.2696764691900171,-0.6726800437099882
50,0.841230225030813,0.7136910021035874,1.2023518632922787
51,-1.856597020620029,-1.6978336869742634,-1.2023518632922787
52,-0.1982406151964824,-0.39710589747483027,-0.6323240157253167
53,0.6689046317133034,0.571782547622206,0.6731053867988521
54,-0.5945597955469566,-0.8101218008414435,-0.5302875914585456
55,1.8815612601938483,2.000286422060526,2.526540189528532
56,1.3100492524063156,1.3154664273824892,1.3015274446242984
57,-0.9885575280495686,-0.8873536844912451,-1.423632536560035
58,-0.6430868388833915,-0.6501693047830486,-0.77367867691828
59,-0.618742981538162,-0.7299617887656495,-0.46857015657951706
60,-0.8173273850989062,-0.9211467339173396,-0.6726800437099882
61,-0.5948397825777647,-0.38141250223816314,-0.897611190644966
62,-0.14876524871215224,-0.3179549166725337,-0.04081965875411697
63,-0.2975969071885629,-0.2862458871695708,-0.5308072477746464
64,0.7438262764844694,0.7790329257150006,0.8981242056215706
65,1.4612462818276981,1.381687307390166,1.712364091841664
66,0.618528663782854,0.6821986097056651,0.77367867691828
67,2.174182450033186,2.249541535418757,2.1143806035197485
68,-0.2962012215266441,-0.03164857423507783,-0.24373895678763802
69,-2.298539092334977,-1.7422159052184725,-2.135253838756398
70,1.532946276209259,1.2515348776069004,1.5053197577981337
71,0.39521786899240396,0.39572929467067297,0.3861357010100619
72,-3.2156754649822687,-3.2972463016176334,-3.1544162508307636
73,-0.3717057620015112,-0.36526780094209244,-0.2242403866330278
74,1.2879896759877738,1.190599170700807,1.3854086114624806
75,0.1980050992788165,0.047594494913937524,0.3664047592174029
76,-4.961927465334156,-5.105500684214348,-5.121467238635887
77,-0.1989901257729798,-0.15946928655284864,0.40904815067005984
78,0.547127593852565,0.7014747198772966,0.5928227735785185
79,1.5651204983641946,1.544696981271045,1.3682826106251014
80,-0.8960351048772282,-1.037021766687758,-1.0025678851798148
81,-0.14941727291443385,-0.3033326704553474,0.1023489075141697
82,0.12451594442791247,0.3033326704553474,0.0204685245280416
83,0.49790879339707317,0.5106681884917634,0.5934050367995951
84,0.3732689695079898,0.4147259677902184,0.22499258642164932
85,3.2043745980536187,3.073177422476874,3.124204899653705
86,0.14879107281012693,0.3020307617443905,0.20385697465280828
87,-1.1909489299687266,-1.1291080451828748,-1.244174467276025
88,-0.6208480984169,-0.4456328059477528,-0.5511947796458116
89,-1.7404280872615345,-1.672893938350171,-1.5531444072021259
90,0.22393908950289187,0.0318908058834495,0.020451779817449278
91,-1.3693005015047675,-1.3243238710238074,-1.1868951809792634
92,0.09838888213380415,0.0,0.32347411478258437
93,7.4493716049146315,7.601374687765201,7.451299176784232
94,3.801266791224407,4.168721932062908,3.6649517816258594
95,6.690123122711157,6.80116284430369,6.495728899575624
96,5.755199239647482,5.527703705567546,5.117997962001027
97,3.0363900110151008,3.010822409296452,2.8611169806681573
98,-0.12225686181773199,-0.12527011384554498,-0.24146812738035806
99,-5.418738510054027,-5.181114694052667,-5.792554519328405
100,-0.4180447860635468,-0.5195909519134148,-0.28342376090586185
101,-0.5647290064753179,-0.896543648585066,-1.0922552108386299
102,-0.8354014097985782,-0.8973481604352855,-0.8908686558024783
103,-4.755401897375123,-4.419757163137547,-5.708207059051347
104,-1.2356664284779981,-1.6783043569557776,-1.406656365677918
105,3.3820929603189143,3.3064157126700593,3.136778211059209
106,-3.1842836972555233,-3.6233930197468,-3.4428350788148236
107,-0.4698609050901723,0.0,-0.4694692022585514
108,-0.2971621041124308,-1.395032010772411,-0.0818029367710551
109,0.1485920902196085,0.26964652676360856,0.0
110,3.4362171185548505,3.27752341847372,3.348445286286733
111,2.0462256754472037,1.9582148607005365,1.995561557390829
112,1.4028181713529193,1.6551727916685195,1.1385354785761592
113,-0.9349934247402416,-0.8666535897973517,-0.5894369015895791
114,1.0579538193524058,1.33905734632026,0.8941817816921684
115,1.1550892791947263,0.9441385437748977,1.4209161208509613
116,1.7914335028108326,1.4773605088557815,0.831314233946614
117,-2.4794111215342127,-2.7521582483641396,-2.1303584014440275
118,1.2281996139845432,1.4635185276656557,0.9135665254980267
119,0.07364402934217651,0.15724012171085633,0.5477395736761537
120,-0.49106266946182586,-0.5189862585120864,0.0
121,1.2517335687662126,1.2105492183018214,1.418669931101249
122,1.6420566155156848,1.4758296368781885,1.457106687288615
123,-3.2868140164100623,-3.5519549500786525,-2.7743762796253577
124,-1.2537953531173116,-1.654546834746725,-1.5423958896553813
125,-0.836737756155344,-1.0256168405921926,-0.5688513419827359
