,c5_cardano,c5_ripple,c5_bitcoin,c5_ethereum,c5_iota
0,0.0,1.4499840611106265,1.7096159613956843,0.0,8.733679968754643
1,2.6633078689239653,0.9886033921642365,-1.0838076052041288,1.173137502289137,-8.733679968754643
2,-0.19238778062842243,4.605780490868483,3.4557449662770523,-0.07742891752695868,0.0
3,2.95316172213046,-2.0624547404402165,0.0,0.5860984260179976,0.0
4,-3.883365932704777,-0.7784120787443953,-2.8094875040060288,-2.0417712397611467,0.0
5,-0.10379389770400849,-2.7673991562961646,-1.0008341118991666,-2.9677151254081764,0.0
6,-2.627263482734719,-1.9784324385036598,-1.3777844903361256,-2.280299762841423,-8.810629682154882
7,1.1071792103008988,-0.4208563967944201,-1.275097111483774,1.802423745901251,0.0
8,6.677121559878373,3.219736589054037,2.4025164847189444,2.6920157796294006,8.810629682154882
9,3.9712628413697644,-1.4904877902806675,-1.3363402974264318,-1.5754761584112202,8.733679968754643
10,3.544531340265223,-1.537928479276161,0.2715886910464178,-0.5831114435623022,0.0
11,0.5328172266999616,-1.2390130550295453,1.5654191735811764,3.8588679762578977,8.658062743114584
12,2.8562014460543566,4.839436356802025,0.0,0.0,8.583743691391476
13,-0.6721155201752111,-1.1668946584933337,2.6660017456888454,0.04980176133267378,0.0
14,-3.7389303759630934,-1.390607117234481,-3.083207308918645,-1.4618833207796342,-8.583743691391476
15,-7.491348852160485,-2.9002749230966174,-1.9841069154535944,-2.2246086292325344,0.0
16,2.405588730852571,0.17073497965657225,-0.5227883558181929,-1.5284701325226706,8.583743691391476
17,-0.5868107577677222,-2.2811947442195333,-0.9626452558823075,1.0785088715947495,-8.583743691391476
18,-5.754513269510198,-3.739983123041384,-1.2989463601752504,-0.2722971056082315,0.0
19,-1.5751769272222589,-3.576364018281083,-1.4895784730397281,-2.3147385667798517,0.0
20,-1.4596847107634972,-1.9031210053090035,0.9863071992058394,-1.6893544050681157,0.0
21,0.4659899682566504,0.23258272649513856,1.0272429913511587,0.28454661037540063,8.583743691391476
22,0.6090440335242988,0.5266351570534198,-0.5030075766790105,-0.44638374118949287,16.94955831377328
23,-1.5019002030628883,-4.102397933360294,-1.7205207769202389,-2.520223180516041,-8.438868645864659
24,0.691686145505912,-2.923396229371747,-0.3570640967973304,-0.25181235076888697,0.0
25,2.6155187254601913,1.5008353094730182,0.9239039797121222,2.090916459859727,0.0
26,2.44304720161648,1.634709990774354,1.006922677903276,1.4063914987928001,-8.510689667908622
27,3.3249656071546667,1.289604729440498,-0.10484048529906431,0.4962295023842671,0.0
28,1.78139526311179,2.829529462493838,2.303955442748702,1.8878805383274084,8.510689667908622
29,0.9495438327280965,-1.986003474054769,-1.0256518497426441,-2.2837291509176794,0.0
30,1.0617344067290446,-0.08467340766117104,0.14658611437153013,0.8026845769272768,0.0
31,0.9898600105061632,-1.057257002202732,-0.06281998934173316,1.525553308837516,0.0
32,2.54948233875524,3.0944846813708864,1.4020405121682415,0.378244283564527,0.0
33,-3.0402938998008153,2.9866484484168723,1.1703485212219675,0.9672094539973841,0.0
34,-1.3584063608999202,4.845058099166295,0.793385710567236,2.5635775371865748,8.438868645864659
35,-0.021722068421951235,3.635419753345559,0.938722363587658,1.0191648162553975,0.0
36,1.2225610860836866,1.1150008765350776,1.437664980041518,3.928453149471352,8.368249670516605
37,4.391159123801117,2.3667745917414322,0.4163284058558929,5.071406438187296,0.0
38,0.48305692997924154,6.05546858176308,1.2063731235502928,0.9870857098239867,8.298802814695108
39,-0.3352735664791311,3.177305098466036,3.63112372328942,1.5499506078231207,0.0
40,-2.286264127788911,-0.924954935711753,2.7921713297455426,0.6182143649984937,-8.298802814695108
41,-2.2857934945594707,-0.7571052101183113,-0.5164809171837987,-2.540949513158921,0.0
42,-4.9349746001707615,-9.498596999551182,-0.9303384001432278,-5.123395719256223,-8.368249670516605
43,-2.20346393584839,-1.3442019196054389,-0.7862937004993,0.8814213488976748,0.0
44,2.1990251405007655,4.423690025134533,0.8271128033011337,-0.6211675400581953,0.0
45,2.9870739967417137,0.9880638554103598,0.6198859608357452,-0.09898267811240657,8.298802814695108
46,-1.1992237204107141,4.155746312581073,5.17137740416365,2.4661466755851507,-8.298802814695108
