,qual,usmv,mtum,vlue,size
0,0.20410047645658125,-0.15745588734361604,0.0,0.0,0.0
1,0.0,-0.08887218859854329,0.46953786424008825,0.0,0.0
2,0.13604384519716461,0.08887218859854329,-0.24455266079925764,0.0,0.0
3,0.08161742419954265,-0.021827525133133463,0.0,0.13514426671079605,0.0
4,0.2584112386356807,0.0233866158403373,0.0,0.13512600520471096,0.0
5,0.0,-0.07795751319417121,0.24315138325459174,0.0,0.0
6,-0.27395690110409987,-0.38987875264862026,-0.3980423098646213,0.0,0.0
7,0.07869743124899742,0.0779879119132687,-0.3021413855384125,0.13510774863512154,0.0
8,0.0,0.07798183027318828,0.09184381370008765,0.0,0.0
9,0.6808142256922167,0.5457026056294723,0.3154297756813307,0.7427665016193075,0.0
10,-0.09709209192543256,0.0810504134012291,0.0,0.06749687829454842,0.21372088134352651
11,0.0,0.15117264022190824,-0.14298250311028937,0.0,0.0
12,0.09709209192543256,0.313181923082162,0.38824800424386297,0.0,0.0
13,0.0,-0.07789678679692713,0.1401247112218229,0.2024633042179147,0.0
14,0.3882741264078504,0.17292265026025433,-0.24523113156948995,0.20242232112543945,0.0
15,0.0,0.1386280960868902,0.10510642034766704,0.0,0.8544270518742181
16,0.0,0.2335993781308332,0.07006480997784337,0.0,0.0
17,0.291106692658083,0.0,0.0,0.0,0.0
18,0.0,0.0,-0.350373150986627,0.0,0.0
19,-0.09702614862394654,-0.15572685541087594,-0.2102828311816296,0.5409412374310918,0.0
20,0.1940428840860875,0.0,-0.14021312417789034,0.0,0.0
21,0.09700732412909474,0.0,0.49065994745944863,0.0,0.0
22,0.357875619251935,-0.0015573910276955871,-0.016818641783267196,0.0,0.0
23,0.0,0.29586075451693006,0.15696299069212216,0.40315486074682383,0.0
24,0.0,0.08251396709191283,0.2101797044202769,0.0,0.0
25,0.4178443847395741,0.09029050196751598,-0.35032405332913186,0.0,0.0
26,0.0,0.15565413682328,-0.3504468232815583,0.13479813998973356,0.0
27,-0.28985493399869,0.0,-0.35056967931357264,0.0,0.0
28,0.0,-0.04046774487864724,0.0,0.13477997189959012,0.0
29,0.09598133897537053,-0.11362973064077408,-0.288260336847479,-0.006738567178032895,2.132879127861642
30,0.004847297994992061,0.3097273879024698,-0.062432284667401916,0.0,0.0
31,0.23942727559322918,0.0,0.07014836381902256,0.4109695232994426,0.15339187820018196
32,-0.25784713297571926,0.0,0.0,0.0,0.05964604335506607
33,0.20744615441081748,0.31118718159994785,-0.22800017637258918,0.5387205517495275,0.0
34,0.3876344655573405,-0.15558148611738432,-0.12279086100619452,0.1346348032997824,0.0
35,-1.0304697109919658,-0.15560569548256353,-1.1233589610739614,0.0,0.0
36,-0.13288475855688375,-0.23345395226836985,-0.14050864151293752,0.0,0.0
37,0.08729854653477531,0.23345395226836985,-0.9841136742512191,0.0,0.0
38,-0.281322606126011,-0.15562991238304846,0.0,0.0,0.0
39,0.0,0.295676127863409,0.0,0.0,0.0
40,-0.291106692658083,-0.295676127863409,-0.3207490925536405,-0.7865235527511061,0.0
41,0.0,0.2630004318096013,0.0,0.24787554619098984,-0.6392499684979569
42,-0.09705439906682045,0.04823517605601069,-0.31240721267433713,0.0,0.0
43,0.20283296580725363,-0.07779982110012185,0.21109664786589377,0.0,0.0
44,0.0853910473832542,0.11980920787024729,0.28139289668605016,0.33668900355099396,0.0
45,0.0,-0.043565323876393336,-0.5628649976223699,0.0,0.0
46,0.0,-0.3096796707593441,-0.28155134978735674,0.0673241997093399,-0.21317416409871726
47,-0.6444943999692754,-0.15565413682328,-0.4224757139308366,0.0,0.0
48,-0.22722505865768738,-0.23352664255860134,-0.6692851228224939,-0.2693239983964091,0.0
49,0.0,0.1556904876256482,-0.13250111376716944,0.0,0.0
50,0.0,0.15566625187091176,-0.25518458372353336,0.2693239983964091,0.0
51,0.04952781060385547,-0.2335084657429931,-0.24819774718753962,0.0,0.0
52,-0.6119862056976899,-0.3114294637436288,0.0,0.0,0.0
53,0.46630917142476136,0.3098725576586858,0.2714631279845392,0.0,0.0
54,-0.2914177494028891,-0.3877450803786431,-0.5169010172094701,-0.8081896991631865,0.0
55,0.0,0.0,-0.2821869507263486,-0.13476180870775067,0.0
56,0.0,-0.5452775208132365,-1.2708276209059122,0.0,0.0
57,-1.0692589111096495,-0.4676174974154179,0.0,-0.8089524507486345,0.0
58,0.2917294716073826,0.6234414167023417,-0.49464722062797506,0.5393743388593109,0.0
59,0.0,0.31157501420420175,0.0,0.0,0.0
60,-0.01944598391911967,0.280334534378035,0.07067887058020972,0.0,0.0
61,0.31109037426269026,0.07007135602687953,-0.31809426461482104,0.40433992059707435,0.0
62,-0.19442014253989726,-0.19465478036284622,-0.495014506960878,0.0,0.0
63,0.09721479616864315,0.15572685541087594,0.6010571715586721,0.0,0.0
64,0.0,0.077854334579186,0.494717137904388,0.5388657007667774,-1.0131983269108247
65,0.09720534637125411,0.028026076709153358,-0.8482364260622433,0.13467106612541357,0.0
66,0.0,-0.2631646577269109,-0.0707188572128814,0.1346529322709955,0.0
67,0.29155935869074057,0.0015573910276955871,-0.21218658353117092,0.0,0.0
68,0.0,0.15572685541087594,0.4243281534668242,0.0,0.0
69,-0.43737092180684556,-0.15572685541087594,-0.6365597697000069,0.0,-0.0533546752166103
70,0.0,-0.15575111004206832,0.0,0.0,0.0
71,0.0,0.1308325625428708,-0.07146144675651556,-0.2693239983964091,0.0
72,0.24300746152494668,0.02491854749919753,-0.3177468730619637,0.0,0.0
73,0.0,0.25226532840250115,0.5957810107943828,0.13467106612541357,0.0
74,0.43726467355309495,0.21484250414616213,0.6293591281307798,0.2692877355707779,0.0
75,0.36424122884870513,0.1478720053755822,0.08341338902795314,0.0,0.0
76,0.10973201607633598,0.08560011522273925,0.21203661244939553,0.0,0.0
77,0.0,0.07781192860800701,-0.3534193357159765,0.0,0.0
78,0.2543765894049699,0.15560569548256353,0.0,0.13461667920999787,0.0
79,-0.3883872269421218,-0.245868094562951,0.6360649000622942,0.0,0.0
80,0.17285094368180154,-0.06692393474772018,0.062171304572089525,0.13459855999808923,1.1731457645804966
81,0.0,0.0015564214450591862,-0.062171304572089525,-0.4038500425078695,0.0
82,0.4096733446354861,0.15718608919890187,1.3061975627284284,0.0,0.0
83,0.28919432410212664,0.15404951866671013,0.13687544426499443,0.0,0.0
84,0.050454870070382185,0.0,0.11005120213880559,0.0,0.0
85,0.14552863301453556,0.0,-0.07054424890906574,0.0,0.0
86,0.09700732412909474,0.06534717243589228,0.0,0.0,0.0
87,0.0,-0.2209528679184558,0.0,0.20194540811058204,0.0
88,0.04850013338497661,0.24584590564824538,-0.07054922575200351,0.20190463439728745,0.0
89,-0.14550745751407135,0.014002061414331024,-0.5073955299268462,0.0,0.0
90,0.0,-0.10424227158001287,0.0614092577819747,0.06729248681924815,0.0
91,-0.09701673546214096,-0.297227923872434,-0.1800033252532529,0.0672879588456965,0.0
92,-0.19406171223401714,0.18052592230066722,0.0,0.0,0.0
93,-0.5824111987573488,-0.3501877431171252,-1.422106037135329,-0.12515922490319298,0.0
94,-0.056317733012178905,0.15565413682328,-0.21211157148126603,0.25972156110842803,0.0
95,-0.2019931290364596,-0.46703511396106734,-0.31825173981037125,0.0,0.0
96,-0.4798972684527669,-0.31147796545294426,-0.3891119453403036,-0.6743392639547707,0.0
97,-0.7679260057864568,-0.545319999490701,-0.49545246439386403,0.0,0.0
98,0.08265326716117016,-0.23379963477943022,0.5945135073046615,0.0,0.0
99,-0.22852864122491212,0.0,-0.06792651485820755,-0.8324466058100555,0.0
100,0.0009725729563925256,0.054558137555282826,-0.29581716167559335,-0.3517754926933847,0.0
101,-0.2927871754847544,-0.21045493419169503,0.0,0.0,0.0
102,0.48631037285851164,0.3117692932503857,0.0,0.4690064965204854,0.0
103,0.4151219152106478,0.0,0.30006270403326596,0.1778414898101488,0.0
104,0.0,-0.1558724966139735,-0.3566884067378595,0.0,0.0
105,-0.7068797582725495,-0.3118179008732014,-0.5324383962879153,-0.06736047963240566,0.0
106,0.0,-0.15594541941954532,-0.13669547562855655,-0.07814384129467555,0.0
107,0.6106490377559837,0.6127255329504422,0.848909407781484,0.41355407202647854,0.0
108,0.16718279533556313,0.16675848812131022,0.7407022577758937,0.0,0.0
109,0.38868915074985466,0.07791499478049246,0.461688522585213,0.2868279341594615,0.0
110,-0.29150269846489607,-0.3896356955594982,-1.0608579798985218,0.0,0.0
111,-0.19438235069380028,0.46754462006592945,0.7073636851506748,-0.46462175575356923,0.0
