,electricity-fueltype-nyiso-hydro,electricity-fueltype-nyiso-nuclear,electricity-fueltype-nyiso-other_renewables,electricity-fueltype-nyiso-wind,electricity-fueltype-nyiso-dual_fuel,electricity-fueltype-nyiso-natural_gas
905,3409.0,4398.0,264.0,323.0,3256.0,3304.0
906,3417.0,4399.0,266.0,339.0,3246.0,3302.0
907,3423.0,4397.0,264.0,353.0,3250.0,3308.0
908,3455.0,4397.0,262.0,381.0,3260.0,3307.0
909,3471.0,4397.0,261.0,403.0,3271.0,3286.0
910,3471.0,4397.0,261.0,403.0,3271.0,3286.0
911,3465.0,4397.0,260.0,407.0,3266.0,3291.0
912,3454.0,4397.0,273.0,419.0,3282.0,3283.0
913,3413.0,4397.0,266.0,445.0,3290.0,3287.0
914,3448.0,4396.0,265.0,468.0,3294.0,3297.0
915,3448.0,4396.0,265.0,468.0,3294.0,3297.0
916,3437.0,4396.0,266.0,471.0,3293.0,3284.0
917,3437.0,4396.0,266.0,471.0,3293.0,3284.0
918,3372.0,4397.0,273.0,490.0,3301.0,3269.0
919,3487.0,4396.0,275.0,461.0,3268.0,3287.0
920,3527.0,4396.0,272.0,453.0,3284.0,3309.0
921,3527.0,4396.0,272.0,453.0,3284.0,3309.0
922,3515.0,4398.0,266.0,418.0,3316.0,3420.0
923,3464.0,4397.0,266.0,422.0,3326.0,3467.0
924,3422.0,4396.0,270.0,414.0,3326.0,3468.0
925,3422.0,4396.0,270.0,414.0,3326.0,3468.0
926,3470.0,4398.0,267.0,407.0,3323.0,3466.0
927,3546.0,4396.0,266.0,399.0,3315.0,3440.0
928,3556.0,4396.0,262.0,404.0,3359.0,3417.0
929,3521.0,4397.0,259.0,402.0,3383.0,3410.0
930,3549.0,4398.0,263.0,407.0,3390.0,3458.0
931,3561.0,4395.0,262.0,407.0,3440.0,3438.0
932,3561.0,4395.0,262.0,407.0,3440.0,3438.0
933,3527.0,4395.0,261.0,412.0,3583.0,3393.0
934,3584.0,4395.0,260.0,420.0,3622.0,3408.0
935,3584.0,4395.0,260.0,420.0,3622.0,3408.0
936,3608.0,4394.0,263.0,423.0,3655.0,3406.0
937,3608.0,4394.0,263.0,423.0,3655.0,3406.0
938,3651.0,4397.0,267.0,438.0,3767.0,3440.0
939,3612.0,4395.0,266.0,462.0,3797.0,3513.0
940,3612.0,4395.0,266.0,462.0,3797.0,3513.0
941,3574.0,4396.0,267.0,487.0,3811.0,3564.0
942,3659.0,4396.0,266.0,511.0,3843.0,3626.0
943,3659.0,4396.0,266.0,511.0,3843.0,3626.0
944,3710.0,4396.0,268.0,496.0,3883.0,3522.0
945,3710.0,4396.0,268.0,496.0,3883.0,3522.0
946,3703.0,4396.0,270.0,511.0,3918.0,3483.0
947,3750.0,4395.0,270.0,538.0,3930.0,3542.0
948,3773.0,4396.0,267.0,543.0,3937.0,3669.0
949,3773.0,4396.0,267.0,543.0,3937.0,3669.0
950,3777.0,4397.0,268.0,561.0,3985.0,3827.0
951,3747.0,4397.0,262.0,550.0,3977.0,3888.0
952,3747.0,4397.0,262.0,550.0,3977.0,3888.0
953,3725.0,4397.0,267.0,547.0,3983.0,3853.0
954,3721.0,4397.0,264.0,584.0,3978.0,3790.0
955,3721.0,4397.0,264.0,584.0,3978.0,3790.0
956,3690.0,4395.0,266.0,622.0,3979.0,3787.0
957,3749.0,4395.0,262.0,636.0,3979.0,3853.0
958,3748.0,4395.0,266.0,651.0,3980.0,3827.0
959,3738.0,4397.0,265.0,663.0,3981.0,3807.0
960,3738.0,4397.0,265.0,663.0,3981.0,3807.0
961,3706.0,4398.0,266.0,678.0,3981.0,3767.0
962,3706.0,4398.0,266.0,678.0,3981.0,3767.0
963,3726.0,4397.0,261.0,681.0,3979.0,3743.0
964,3732.0,4396.0,260.0,682.0,3961.0,3689.0
965,3738.0,4395.0,264.0,681.0,3945.0,3634.0
966,3751.0,4395.0,265.0,691.0,3896.0,3640.0
967,3741.0,4396.0,264.0,699.0,3860.0,3680.0
968,3741.0,4396.0,264.0,699.0,3860.0,3680.0
969,3652.0,4397.0,262.0,738.0,3843.0,3736.0
970,3651.0,4397.0,263.0,742.0,3825.0,3710.0
971,3596.0,4397.0,263.0,751.0,3807.0,3692.0
972,3629.0,4396.0,268.0,749.0,3773.0,3674.0
973,3631.0,4397.0,264.0,763.0,3764.0,3617.0
974,3643.0,4398.0,266.0,790.0,3775.0,3571.0
975,3598.0,4396.0,267.0,814.0,3785.0,3510.0
976,3623.0,4397.0,259.0,839.0,3763.0,3460.0
977,3641.0,4397.0,260.0,850.0,3764.0,3413.0
978,3632.0,4397.0,267.0,858.0,3767.0,3377.0
979,3632.0,4397.0,267.0,858.0,3767.0,3377.0
980,3626.0,4397.0,267.0,870.0,3742.0,3362.0
981,3604.0,4398.0,260.0,902.0,3696.0,3376.0
982,3604.0,4398.0,260.0,902.0,3696.0,3376.0
983,3559.0,4397.0,256.0,922.0,3719.0,3354.0
984,3537.0,4396.0,262.0,961.0,3728.0,3349.0
985,3481.0,4395.0,269.0,970.0,3729.0,3310.0
986,3465.0,4396.0,266.0,986.0,3732.0,3276.0
987,3426.0,4396.0,264.0,985.0,3731.0,3256.0
988,3449.0,4397.0,262.0,997.0,3687.0,3176.0
989,3449.0,4397.0,262.0,997.0,3687.0,3176.0
990,3449.0,4397.0,262.0,997.0,3687.0,3176.0
991,3374.0,4398.0,269.0,1012.0,3634.0,3091.0
992,3374.0,4398.0,269.0,1012.0,3634.0,3091.0
993,3355.0,4397.0,269.0,1008.0,3430.0,2906.0
994,3355.0,4397.0,269.0,1008.0,3430.0,2906.0
995,3425.0,4397.0,261.0,1028.0,3444.0,2878.0
996,3425.0,4397.0,261.0,1028.0,3444.0,2878.0
997,3271.0,4396.0,264.0,1064.0,3515.0,2856.0
998,3271.0,4396.0,264.0,1064.0,3515.0,2856.0
999,3294.0,4396.0,268.0,1052.0,3400.0,2800.0
