,electricity-fueltype-nyiso-hydro,electricity-fueltype-nyiso-nuclear,electricity-fueltype-nyiso-other_renewables,electricity-fueltype-nyiso-dual_fuel,electricity-fueltype-nyiso-natural_gas,electricity-fueltype-nyiso-other_fossil_fuels,electricity-fueltype-nyiso-wind
387,3210.0,4384.0,244.0,4407.0,3475.0,2.0,18.0
388,3258.0,4384.0,240.0,4357.0,3476.0,2.0,22.0
389,3272.0,4383.0,244.0,4371.0,3474.0,2.0,25.0
390,3320.0,4384.0,245.0,4514.0,3475.0,2.0,26.0
391,3300.0,4383.0,245.0,4709.0,3473.0,2.0,28.0
392,3326.0,4384.0,245.0,4815.0,3476.0,2.0,33.0
393,3322.0,4385.0,245.0,4949.0,3475.0,2.0,38.0
394,3261.0,4386.0,245.0,5104.0,3473.0,2.0,42.0
395,3258.0,4383.0,248.0,5188.0,3478.0,2.0,47.0
396,3273.0,4383.0,247.0,5298.0,3480.0,2.0,55.0
397,3288.0,4384.0,245.0,5448.0,3484.0,2.0,60.0
398,3343.0,4385.0,243.0,5537.0,3497.0,2.0,64.0
399,3338.0,4384.0,245.0,5582.0,3499.0,2.0,69.0
400,3328.0,4383.0,249.0,5602.0,3502.0,2.0,77.0
401,3368.0,4385.0,247.0,5584.0,3506.0,2.0,92.0
402,3352.0,4385.0,239.0,5556.0,3503.0,2.0,104.0
403,3310.0,4383.0,241.0,5526.0,3492.0,2.0,112.0
404,3270.0,4385.0,247.0,5513.0,3483.0,2.0,127.0
405,3270.0,4384.0,248.0,5472.0,3484.0,2.0,136.0
406,3263.0,4385.0,249.0,5404.0,3483.0,2.0,133.0
407,3318.0,4383.0,252.0,5358.0,3484.0,2.0,144.0
408,3257.0,4384.0,251.0,5319.0,3484.0,2.0,168.0
409,3170.0,4384.0,251.0,5306.0,3483.0,2.0,183.0
410,3104.0,4383.0,251.0,5267.0,3486.0,2.0,201.0
411,3128.0,4384.0,253.0,5167.0,3489.0,2.0,218.0
412,3145.0,4384.0,248.0,5100.0,3485.0,2.0,234.0
413,3142.0,4384.0,249.0,5066.0,3485.0,2.0,250.0
414,3128.0,4385.0,250.0,4999.0,3484.0,2.0,247.0
415,3213.0,4384.0,247.0,4919.0,3487.0,2.0,229.0
416,3216.0,4384.0,254.0,4921.0,3495.0,2.0,214.0
417,3182.0,4383.0,256.0,4910.0,3488.0,2.0,206.0
418,3093.0,4384.0,254.0,4847.0,3479.0,2.0,217.0
419,3059.0,4383.0,252.0,4726.0,3477.0,2.0,228.0
420,3056.0,4386.0,252.0,4678.0,3477.0,2.0,241.0
421,3059.0,4383.0,255.0,4627.0,3470.0,2.0,238.0
422,3097.0,4383.0,257.0,4564.0,3466.0,2.0,241.0
423,3136.0,4385.0,259.0,4505.0,3461.0,2.0,244.0
424,3147.0,4384.0,255.0,4493.0,3456.0,2.0,246.0
425,3159.0,4382.0,253.0,4474.0,3453.0,2.0,247.0
426,3165.0,4384.0,252.0,4442.0,3449.0,2.0,249.0
427,3183.0,4383.0,249.0,4417.0,3447.0,2.0,248.0
428,3205.0,4385.0,250.0,4417.0,3443.0,2.0,250.0
429,3171.0,4384.0,249.0,4420.0,3440.0,2.0,252.0
430,3158.0,4385.0,251.0,4380.0,3426.0,2.0,249.0
431,3141.0,4384.0,250.0,4364.0,3412.0,2.0,250.0
432,3096.0,4385.0,243.0,4356.0,3346.0,2.0,251.0
433,3042.0,4385.0,243.0,4324.0,3273.0,2.0,257.0
434,2947.0,4385.0,244.0,4281.0,3288.0,2.0,266.0
435,2931.0,4384.0,244.0,4248.0,3265.0,2.0,281.0
436,2874.0,4385.0,256.0,4225.0,3240.0,2.0,292.0
437,2860.0,4384.0,247.0,4217.0,3218.0,2.0,302.0
438,2802.0,4384.0,246.0,4232.0,3204.0,2.0,311.0
439,2698.0,4383.0,243.0,4251.0,3181.0,2.0,318.0
440,2653.0,4386.0,244.0,4220.0,3188.0,2.0,330.0
441,2574.0,4385.0,249.0,4210.0,3168.0,2.0,329.0
442,2529.0,4385.0,246.0,4202.0,3153.0,2.0,341.0
443,2485.0,4383.0,245.0,4214.0,3159.0,2.0,359.0
444,2440.0,4384.0,239.0,4149.0,3155.0,2.0,377.0
445,2306.0,4386.0,238.0,4119.0,3112.0,2.0,398.0
446,2227.0,4385.0,240.0,4014.0,3106.0,2.0,423.0
447,2202.0,4385.0,249.0,3972.0,3103.0,2.0,435.0
448,2150.0,4386.0,248.0,4048.0,3108.0,2.0,439.0
449,2035.0,4385.0,243.0,4096.0,3110.0,2.0,445.0
450,1985.0,4385.0,237.0,4107.0,3107.0,2.0,452.0
451,1987.0,4384.0,236.0,4091.0,3102.0,2.0,451.0
452,1993.0,4386.0,229.0,4086.0,3104.0,2.0,452.0
453,1958.0,4384.0,235.0,4050.0,3089.0,2.0,447.0
454,1947.0,4385.0,241.0,3963.0,3070.0,2.0,435.0
455,1853.0,4384.0,243.0,3905.0,3091.0,2.0,447.0
456,1762.0,4385.0,244.0,3868.0,3070.0,2.0,476.0
457,1687.0,4384.0,241.0,3779.0,2968.0,2.0,497.0
458,1679.0,4383.0,235.0,3675.0,2872.0,2.0,506.0
459,1679.0,4384.0,236.0,3601.0,2813.0,2.0,519.0
460,1672.0,4385.0,236.0,3568.0,2761.0,2.0,538.0
461,1680.0,4384.0,241.0,3524.0,2733.0,2.0,552.0
462,1660.0,4385.0,243.0,3442.0,2719.0,2.0,578.0
463,1658.0,4385.0,245.0,3431.0,2695.0,2.0,590.0
464,1661.0,4386.0,248.0,3404.0,2628.0,2.0,597.0
465,1660.0,4384.0,238.0,3395.0,2543.0,2.0,602.0
466,1654.0,4385.0,237.0,3388.0,2474.0,2.0,606.0
467,1446.0,4385.0,251.0,3464.0,2101.0,2.0,446.0
468,1424.0,4386.0,250.0,3397.0,1883.0,2.0,559.0
469,1474.0,4385.0,251.0,3199.0,1796.0,2.0,567.0
470,1506.0,4384.0,248.0,3044.0,1791.0,2.0,571.0
471,1514.0,4386.0,245.0,3029.0,1788.0,2.0,569.0
472,1546.0,4388.0,242.0,3108.0,1792.0,2.0,574.0
473,1551.0,4385.0,242.0,3200.0,1800.0,2.0,577.0
474,1500.0,4386.0,244.0,3179.0,1811.0,2.0,576.0
475,1505.0,4387.0,247.0,3110.0,1794.0,2.0,576.0
476,1513.0,4385.0,241.0,3041.0,1788.0,2.0,599.0
477,1518.0,4384.0,245.0,2974.0,1788.0,2.0,598.0
478,1512.0,4385.0,243.0,2939.0,1780.0,2.0,603.0
479,1451.0,4384.0,240.0,2916.0,1776.0,2.0,583.0
480,1434.0,4387.0,238.0,2915.0,1770.0,2.0,572.0
481,1487.0,4386.0,242.0,2918.0,1763.0,2.0,587.0
482,1474.0,4385.0,246.0,2933.0,1753.0,2.0,604.0
483,1462.0,4384.0,245.0,2930.0,1730.0,2.0,606.0
484,1408.0,4383.0,245.0,2843.0,1705.0,2.0,602.0
485,1390.0,4384.0,247.0,2750.0,1693.0,2.0,611.0
486,1396.0,4388.0,249.0,2742.0,1687.0,2.0,642.0
487,1385.0,4385.0,242.0,2786.0,1689.0,2.0,671.0
488,1389.0,4385.0,240.0,2819.0,1691.0,2.0,681.0
489,1407.0,4384.0,241.0,2835.0,1704.0,2.0,681.0
490,1425.0,4384.0,246.0,2851.0,1697.0,2.0,674.0
491,1436.0,4384.0,247.0,2873.0,1683.0,2.0,663.0
492,1405.0,4384.0,247.0,2860.0,1681.0,2.0,648.0
493,1419.0,4384.0,248.0,2845.0,1681.0,2.0,634.0
494,1449.0,4384.0,250.0,2824.0,1683.0,2.0,631.0
495,1436.0,4386.0,245.0,2831.0,1684.0,2.0,632.0
496,1444.0,4385.0,248.0,2858.0,1699.0,2.0,625.0
497,1474.0,4383.0,244.0,2884.0,1725.0,2.0,616.0
498,1466.0,4383.0,240.0,2872.0,1723.0,2.0,606.0
499,1432.0,4382.0,243.0,2856.0,1695.0,2.0,579.0
500,1448.0,4383.0,246.0,2826.0,1679.0,2.0,569.0
501,1444.0,4383.0,243.0,2820.0,1677.0,2.0,580.0
502,1393.0,4382.0,245.0,2807.0,1678.0,2.0,568.0
503,1396.0,4382.0,252.0,2810.0,1683.0,2.0,567.0
504,1392.0,4383.0,251.0,2781.0,1684.0,2.0,547.0
505,1414.0,4383.0,246.0,2674.0,1676.0,2.0,543.0
506,1420.0,4382.0,235.0,2629.0,1675.0,2.0,538.0
507,1420.0,4382.0,235.0,2629.0,1675.0,2.0,538.0
508,1420.0,4382.0,235.0,2629.0,1675.0,2.0,538.0
509,1464.0,4381.0,240.0,2737.0,1681.0,2.0,497.0
510,1433.0,4384.0,245.0,2752.0,1695.0,2.0,469.0
511,1436.0,4384.0,239.0,2796.0,1684.0,2.0,453.0
512,1420.0,4384.0,233.0,2825.0,1674.0,2.0,424.0
513,1424.0,4386.0,233.0,2876.0,1665.0,2.0,411.0
514,1511.0,4384.0,235.0,2935.0,1657.0,2.0,416.0
515,1562.0,4385.0,241.0,3010.0,1684.0,2.0,403.0
516,1566.0,4383.0,236.0,3037.0,1693.0,2.0,382.0
517,1563.0,4384.0,230.0,3048.0,1661.0,2.0,344.0
518,1566.0,4384.0,221.0,3063.0,1657.0,2.0,351.0
519,1508.0,4385.0,218.0,3085.0,1663.0,2.0,369.0
520,1431.0,4384.0,217.0,3102.0,1653.0,2.0,409.0
521,1431.0,4384.0,217.0,3102.0,1653.0,2.0,409.0
522,1361.0,4384.0,219.0,3114.0,1661.0,2.0,448.0
523,1371.0,4387.0,220.0,3128.0,1668.0,2.0,430.0
524,1401.0,4385.0,224.0,3145.0,1684.0,2.0,387.0
525,1472.0,4385.0,221.0,3118.0,1683.0,2.0,365.0
526,1386.0,4384.0,218.0,3084.0,1693.0,2.0,355.0
527,1384.0,4384.0,218.0,3068.0,1715.0,2.0,377.0
528,1352.0,4385.0,220.0,3122.0,1727.0,2.0,392.0
529,1371.0,4384.0,221.0,3144.0,1723.0,2.0,378.0
530,1387.0,4386.0,212.0,3123.0,1732.0,2.0,370.0
531,1415.0,4387.0,212.0,3110.0,1766.0,2.0,362.0
532,1393.0,4386.0,219.0,3107.0,1801.0,2.0,350.0
533,1382.0,4386.0,223.0,3114.0,1863.0,2.0,330.0
534,1393.0,4385.0,231.0,3113.0,1886.0,2.0,321.0
535,1407.0,4387.0,233.0,3112.0,1905.0,2.0,338.0
536,1430.0,4384.0,237.0,3143.0,1979.0,2.0,344.0
537,1491.0,4387.0,230.0,3143.0,2013.0,2.0,325.0
538,1600.0,4385.0,227.0,3196.0,2050.0,2.0,316.0
539,1656.0,4385.0,234.0,3286.0,2107.0,2.0,306.0
540,1781.0,4383.0,236.0,3357.0,2136.0,2.0,277.0
541,1877.0,4384.0,235.0,3378.0,2137.0,2.0,240.0
542,1924.0,4385.0,235.0,3405.0,2129.0,2.0,217.0
543,2011.0,4385.0,232.0,3370.0,2118.0,2.0,210.0
544,2088.0,4385.0,231.0,3335.0,2140.0,2.0,194.0
545,2121.0,4383.0,232.0,3305.0,2181.0,2.0,173.0
546,2163.0,4385.0,226.0,3320.0,2223.0,2.0,163.0
547,2253.0,4385.0,225.0,3387.0,2308.0,2.0,157.0
548,2329.0,4383.0,228.0,3470.0,2374.0,2.0,159.0
549,2343.0,4384.0,226.0,3555.0,2377.0,2.0,154.0
550,2488.0,4385.0,228.0,3660.0,2510.0,2.0,157.0
551,2592.0,4384.0,233.0,3750.0,2600.0,2.0,167.0
552,2683.0,4384.0,231.0,3814.0,2675.0,2.0,177.0
553,2766.0,4385.0,230.0,3890.0,2703.0,2.0,190.0
554,2853.0,4384.0,229.0,3984.0,2656.0,2.0,194.0
555,2899.0,4385.0,232.0,4011.0,2644.0,2.0,190.0
556,3010.0,4384.0,234.0,3990.0,2661.0,2.0,186.0
557,3042.0,4383.0,232.0,3993.0,2734.0,2.0,183.0
558,3017.0,4383.0,237.0,3997.0,2761.0,2.0,179.0
559,2951.0,4384.0,235.0,4017.0,2778.0,2.0,183.0
560,2845.0,4384.0,238.0,4045.0,2743.0,2.0,189.0
561,2801.0,4383.0,240.0,4146.0,2678.0,2.0,196.0
562,2717.0,4384.0,238.0,4327.0,2649.0,2.0,201.0
563,2694.0,4383.0,233.0,4432.0,2640.0,2.0,209.0
564,2775.0,4384.0,231.0,4396.0,2616.0,2.0,209.0
565,2851.0,4385.0,231.0,4327.0,2584.0,2.0,216.0
566,2935.0,4382.0,231.0,4175.0,2586.0,2.0,218.0
567,2955.0,4382.0,231.0,4132.0,2590.0,2.0,224.0
568,2826.0,4385.0,229.0,4166.0,2589.0,2.0,228.0
569,2747.0,4386.0,235.0,4100.0,2599.0,2.0,231.0
570,2774.0,4383.0,230.0,4085.0,2562.0,2.0,221.0
571,2865.0,4383.0,230.0,4086.0,2562.0,2.0,221.0
572,2915.0,4386.0,235.0,4106.0,2582.0,2.0,227.0
573,2907.0,4383.0,234.0,4153.0,2607.0,2.0,226.0
574,2851.0,4384.0,237.0,4112.0,2644.0,2.0,220.0
575,2809.0,4384.0,241.0,4122.0,2645.0,2.0,226.0
576,2893.0,4384.0,238.0,4135.0,2656.0,2.0,225.0
577,2917.0,4384.0,238.0,4162.0,2689.0,2.0,226.0
578,2933.0,4385.0,238.0,4242.0,2691.0,2.0,229.0
579,2929.0,4383.0,244.0,4278.0,2688.0,2.0,233.0
580,2919.0,4384.0,248.0,4253.0,2685.0,2.0,229.0
581,2877.0,4385.0,246.0,4221.0,2682.0,2.0,233.0
582,2906.0,4385.0,245.0,4199.0,2685.0,2.0,228.0
583,2862.0,4384.0,243.0,4199.0,2676.0,2.0,219.0
584,2820.0,4383.0,246.0,4200.0,2675.0,2.0,217.0
585,2789.0,4386.0,245.0,4187.0,2679.0,2.0,210.0
586,2688.0,4385.0,247.0,4214.0,2690.0,2.0,203.0
587,2570.0,4383.0,243.0,4156.0,2692.0,2.0,198.0
588,2517.0,4386.0,239.0,4164.0,2699.0,2.0,191.0
589,2576.0,4385.0,247.0,4156.0,2684.0,2.0,179.0
590,2676.0,4383.0,245.0,4089.0,2661.0,2.0,177.0
591,2695.0,4384.0,244.0,4071.0,2662.0,2.0,171.0
592,2701.0,4385.0,247.0,4065.0,2671.0,2.0,167.0
593,2718.0,4382.0,245.0,4051.0,2660.0,2.0,162.0
594,2724.0,4385.0,246.0,4036.0,2607.0,2.0,158.0
595,2751.0,4384.0,243.0,4093.0,2606.0,2.0,152.0
596,2787.0,4384.0,250.0,4189.0,2600.0,2.0,146.0
597,2852.0,4385.0,256.0,4204.0,2596.0,2.0,144.0
598,2966.0,4383.0,253.0,4157.0,2596.0,2.0,145.0
599,3027.0,4384.0,253.0,4137.0,2603.0,2.0,142.0
600,3025.0,4386.0,251.0,4213.0,2603.0,2.0,139.0
601,3048.0,4384.0,249.0,4214.0,2598.0,2.0,136.0
602,3039.0,4385.0,251.0,4201.0,2601.0,2.0,140.0
603,3042.0,4386.0,249.0,4198.0,2607.0,2.0,145.0
604,3029.0,4386.0,248.0,4187.0,2618.0,2.0,138.0
605,3035.0,4383.0,248.0,4187.0,2616.0,2.0,130.0
606,3047.0,4384.0,251.0,4193.0,2608.0,2.0,130.0
607,3043.0,4384.0,247.0,4183.0,2608.0,2.0,130.0
608,3009.0,4383.0,252.0,4182.0,2611.0,2.0,133.0
609,2951.0,4384.0,253.0,4179.0,2624.0,2.0,125.0
610,2871.0,4385.0,252.0,4177.0,2642.0,2.0,138.0
611,2873.0,4384.0,248.0,4033.0,2645.0,2.0,148.0
612,2893.0,4386.0,249.0,4032.0,2629.0,2.0,152.0
613,2889.0,4386.0,255.0,4034.0,2631.0,2.0,155.0
614,2895.0,4384.0,254.0,4000.0,2645.0,2.0,156.0
615,2878.0,4385.0,252.0,3982.0,2642.0,2.0,157.0
616,2824.0,4384.0,256.0,3991.0,2638.0,2.0,181.0
617,2809.0,4384.0,259.0,3992.0,2638.0,2.0,213.0
618,2809.0,4385.0,259.0,3954.0,2624.0,2.0,232.0
619,2755.0,4383.0,260.0,3969.0,2639.0,2.0,236.0
620,2770.0,4384.0,262.0,3974.0,2622.0,2.0,223.0
621,2844.0,4384.0,263.0,3912.0,2589.0,2.0,208.0
622,2812.0,4382.0,263.0,3863.0,2557.0,2.0,202.0
623,2853.0,4384.0,268.0,3816.0,2595.0,2.0,185.0
624,2853.0,4384.0,268.0,3816.0,2595.0,2.0,185.0
625,2847.0,4384.0,267.0,3816.0,2566.0,2.0,221.0
626,2840.0,4384.0,263.0,3806.0,2557.0,2.0,243.0
627,2844.0,4385.0,262.0,3767.0,2576.0,2.0,236.0
628,2788.0,4386.0,265.0,3730.0,2589.0,2.0,218.0
629,2776.0,4387.0,260.0,3711.0,2616.0,2.0,234.0
630,2756.0,4385.0,260.0,3689.0,2592.0,2.0,261.0
631,2742.0,4386.0,265.0,3697.0,2586.0,2.0,294.0
632,2652.0,4385.0,278.0,3697.0,2597.0,2.0,314.0
633,2631.0,4384.0,280.0,3685.0,2604.0,2.0,321.0
634,2657.0,4383.0,277.0,3694.0,2580.0,2.0,325.0
635,2719.0,4384.0,276.0,3715.0,2563.0,2.0,326.0
636,2722.0,4383.0,273.0,3728.0,2559.0,2.0,330.0
637,2659.0,4387.0,273.0,3754.0,2566.0,2.0,328.0
638,2682.0,4384.0,274.0,3772.0,2573.0,2.0,328.0
639,2631.0,4384.0,279.0,3759.0,2573.0,2.0,334.0
640,2631.0,4384.0,279.0,3759.0,2573.0,2.0,334.0
641,2587.0,4385.0,280.0,3856.0,2561.0,2.0,342.0
642,2579.0,4384.0,280.0,3897.0,2557.0,2.0,343.0
643,2639.0,4385.0,280.0,3838.0,2557.0,2.0,339.0
644,2671.0,4384.0,263.0,3873.0,2559.0,2.0,342.0
645,2705.0,4383.0,265.0,3861.0,2549.0,2.0,356.0
646,2793.0,4384.0,260.0,3865.0,2559.0,2.0,372.0
647,2845.0,4385.0,262.0,3837.0,2598.0,2.0,389.0
648,2871.0,4384.0,260.0,3870.0,2596.0,2.0,399.0
649,2868.0,4385.0,260.0,3972.0,2587.0,2.0,423.0
650,2855.0,4385.0,258.0,3983.0,2595.0,2.0,440.0
651,2823.0,4384.0,275.0,3960.0,2621.0,2.0,450.0
652,2820.0,4386.0,274.0,3947.0,2586.0,2.0,460.0
653,2823.0,4385.0,272.0,3923.0,2589.0,2.0,467.0
654,2832.0,4385.0,271.0,3921.0,2602.0,2.0,479.0
655,2849.0,4384.0,272.0,3889.0,2614.0,2.0,481.0
656,2849.0,4385.0,267.0,3875.0,2626.0,2.0,474.0
657,2874.0,4383.0,267.0,3876.0,2637.0,2.0,468.0
658,2943.0,4384.0,261.0,3902.0,2696.0,2.0,469.0
659,2976.0,4386.0,262.0,3921.0,2752.0,2.0,474.0
660,2988.0,4384.0,266.0,3974.0,2781.0,2.0,468.0
661,2976.0,4383.0,265.0,3984.0,2821.0,2.0,459.0
662,2951.0,4384.0,262.0,3981.0,2906.0,2.0,451.0
663,2932.0,4383.0,264.0,4003.0,2962.0,2.0,448.0
664,2934.0,4385.0,262.0,4026.0,2991.0,2.0,466.0
665,2923.0,4383.0,259.0,4036.0,3006.0,2.0,479.0
666,2875.0,4383.0,259.0,4052.0,3008.0,2.0,503.0
667,2906.0,4383.0,258.0,4052.0,3007.0,2.0,514.0
668,2931.0,4383.0,259.0,4036.0,3075.0,2.0,532.0
669,2886.0,4382.0,256.0,4141.0,3135.0,2.0,556.0
670,2803.0,4383.0,258.0,4250.0,3151.0,2.0,574.0
671,2744.0,4384.0,257.0,4241.0,3155.0,2.0,578.0
672,2729.0,4385.0,255.0,4350.0,3187.0,2.0,564.0
673,2733.0,4384.0,254.0,4298.0,3247.0,2.0,567.0
674,2754.0,4383.0,256.0,4307.0,3262.0,2.0,569.0
675,2800.0,4382.0,253.0,4372.0,3302.0,2.0,572.0
676,2870.0,4384.0,249.0,4382.0,3345.0,2.0,578.0
677,3001.0,4385.0,255.0,4469.0,3372.0,2.0,593.0
678,3105.0,4383.0,255.0,4527.0,3387.0,2.0,587.0
679,3092.0,4382.0,259.0,4606.0,3388.0,2.0,583.0
680,3083.0,4383.0,258.0,4649.0,3397.0,2.0,608.0
681,3095.0,4383.0,257.0,4680.0,3405.0,2.0,632.0
682,3077.0,4383.0,258.0,4765.0,3411.0,2.0,641.0
683,3093.0,4382.0,259.0,4802.0,3411.0,2.0,653.0
684,3119.0,4384.0,259.0,4813.0,3416.0,2.0,658.0
685,3131.0,4383.0,258.0,4840.0,3424.0,2.0,660.0
686,3122.0,4381.0,261.0,4845.0,3423.0,2.0,655.0
687,3113.0,4381.0,259.0,4854.0,3429.0,2.0,640.0
688,3103.0,4382.0,255.0,4828.0,3426.0,2.0,635.0
689,3086.0,4381.0,254.0,4804.0,3431.0,2.0,621.0
690,3049.0,4380.0,253.0,4758.0,3437.0,2.0,621.0
691,3042.0,4382.0,258.0,4721.0,3436.0,2.0,618.0
692,3040.0,4382.0,260.0,4700.0,3441.0,2.0,643.0
693,2990.0,4382.0,265.0,4611.0,3434.0,2.0,658.0
694,2969.0,4380.0,263.0,4487.0,3420.0,2.0,671.0
695,2953.0,4382.0,264.0,4407.0,3405.0,2.0,666.0
696,2953.0,4383.0,259.0,4387.0,3407.0,2.0,653.0
697,3027.0,4383.0,255.0,4363.0,3410.0,2.0,642.0
698,3038.0,4384.0,259.0,4413.0,3417.0,2.0,615.0
699,3053.0,4385.0,260.0,4430.0,3412.0,2.0,595.0
700,3030.0,4382.0,258.0,4437.0,3393.0,2.0,587.0
701,2966.0,4383.0,258.0,4395.0,3372.0,2.0,598.0
702,2972.0,4384.0,260.0,4305.0,3397.0,2.0,594.0
703,2981.0,4385.0,259.0,4291.0,3404.0,2.0,592.0
704,2967.0,4383.0,259.0,4325.0,3370.0,2.0,607.0
705,2857.0,4384.0,263.0,4352.0,3347.0,2.0,619.0
706,2851.0,4385.0,262.0,4344.0,3315.0,2.0,630.0
707,2852.0,4383.0,258.0,4366.0,3308.0,2.0,633.0
708,2815.0,4382.0,262.0,4363.0,3302.0,2.0,633.0
709,2786.0,4385.0,262.0,4341.0,3299.0,2.0,638.0
710,2763.0,4385.0,260.0,4323.0,3290.0,2.0,636.0
711,2773.0,4385.0,258.0,4302.0,3250.0,2.0,622.0
712,2767.0,4383.0,257.0,4302.0,3216.0,2.0,610.0
713,2777.0,4385.0,259.0,4308.0,3209.0,2.0,585.0
714,2814.0,4382.0,258.0,4310.0,3214.0,2.0,563.0
715,2820.0,4383.0,256.0,4315.0,3236.0,2.0,534.0
716,2827.0,4384.0,262.0,4308.0,3255.0,2.0,529.0
717,2759.0,4383.0,262.0,4339.0,3255.0,2.0,524.0
718,2754.0,4384.0,263.0,4316.0,3229.0,2.0,531.0
719,2754.0,4383.0,262.0,4238.0,3225.0,2.0,532.0
720,2764.0,4382.0,260.0,4211.0,3222.0,2.0,529.0
721,2784.0,4382.0,262.0,4204.0,3228.0,2.0,537.0
722,2776.0,4384.0,256.0,4194.0,3221.0,2.0,531.0
723,2751.0,4383.0,256.0,4142.0,3209.0,2.0,537.0
724,2730.0,4383.0,258.0,4128.0,3200.0,2.0,541.0
725,2708.0,4383.0,260.0,4097.0,3195.0,2.0,560.0
726,2702.0,4382.0,258.0,4032.0,3186.0,2.0,572.0
727,2681.0,4383.0,260.0,4013.0,3179.0,2.0,574.0
728,2619.0,4384.0,260.0,3951.0,3184.0,2.0,571.0
729,2493.0,4383.0,256.0,3845.0,3233.0,2.0,577.0
730,2389.0,4383.0,252.0,3705.0,3298.0,2.0,585.0
731,2235.0,4382.0,252.0,3614.0,3267.0,2.0,600.0
732,2165.0,4385.0,252.0,3619.0,3270.0,2.0,602.0
733,2070.0,4383.0,255.0,3645.0,3281.0,2.0,602.0
734,1964.0,4383.0,254.0,3637.0,3261.0,2.0,601.0
735,1911.0,4384.0,252.0,3604.0,3253.0,2.0,604.0
736,1927.0,4382.0,256.0,3594.0,3235.0,2.0,613.0
737,1926.0,4385.0,258.0,3602.0,3188.0,2.0,610.0
738,1962.0,4386.0,256.0,3575.0,3131.0,2.0,609.0
739,1956.0,4386.0,259.0,3545.0,3069.0,2.0,597.0
740,1944.0,4385.0,256.0,3509.0,3037.0,2.0,593.0
741,1914.0,4386.0,257.0,3456.0,3028.0,2.0,580.0
742,1879.0,4385.0,261.0,3321.0,2910.0,2.0,566.0
743,1884.0,4384.0,260.0,3268.0,2843.0,2.0,556.0
744,1902.0,4383.0,263.0,3275.0,2813.0,2.0,553.0
745,1889.0,4384.0,263.0,3245.0,2751.0,2.0,550.0
746,1857.0,4385.0,262.0,3214.0,2744.0,2.0,565.0
747,1815.0,4385.0,261.0,3208.0,2748.0,2.0,552.0
748,1783.0,4384.0,260.0,3184.0,2733.0,2.0,541.0
749,1782.0,4384.0,258.0,3183.0,2671.0,2.0,533.0
750,1783.0,4384.0,259.0,3165.0,2600.0,2.0,518.0
751,1786.0,4384.0,261.0,3128.0,2544.0,2.0,509.0
752,2006.0,4385.0,260.0,3011.0,2364.0,2.0,519.0
753,2123.0,4385.0,259.0,3019.0,2245.0,2.0,526.0
754,2173.0,4384.0,261.0,3035.0,2177.0,2.0,522.0
755,2166.0,4386.0,255.0,3036.0,2161.0,2.0,524.0
756,2166.0,4386.0,255.0,3036.0,2161.0,2.0,524.0
757,2205.0,4385.0,258.0,3038.0,2098.0,2.0,507.0
758,2176.0,4385.0,259.0,3037.0,2076.0,2.0,522.0
759,2131.0,4387.0,257.0,3037.0,2060.0,2.0,530.0
760,2145.0,4387.0,259.0,3044.0,2031.0,2.0,524.0
761,2161.0,4384.0,260.0,3040.0,2015.0,2.0,505.0
762,2161.0,4385.0,262.0,3040.0,2034.0,2.0,509.0
763,2194.0,4385.0,262.0,3020.0,2051.0,2.0,506.0
764,2322.0,4386.0,262.0,2982.0,2090.0,2.0,502.0
765,2361.0,4386.0,262.0,2983.0,2103.0,2.0,500.0
766,2351.0,4386.0,260.0,2979.0,2105.0,2.0,486.0
767,2388.0,4385.0,261.0,2981.0,2109.0,2.0,484.0
768,2405.0,4386.0,257.0,2984.0,2107.0,2.0,482.0
769,2393.0,4385.0,257.0,2976.0,2098.0,2.0,478.0
770,2384.0,4385.0,259.0,2981.0,2094.0,2.0,488.0
771,2378.0,4387.0,258.0,2979.0,2093.0,2.0,470.0
772,2373.0,4386.0,253.0,2977.0,2087.0,2.0,446.0
773,2322.0,4386.0,258.0,2981.0,2087.0,2.0,430.0
774,2325.0,4386.0,258.0,2979.0,2087.0,2.0,416.0
775,2334.0,4387.0,260.0,3004.0,2085.0,2.0,400.0
776,2292.0,4386.0,259.0,3038.0,2077.0,2.0,399.0
777,2280.0,4387.0,259.0,3029.0,2069.0,2.0,413.0
778,2235.0,4387.0,257.0,3008.0,2071.0,2.0,440.0
779,2240.0,4387.0,256.0,2972.0,2066.0,2.0,439.0
780,2225.0,4386.0,255.0,2973.0,2031.0,2.0,431.0
781,2213.0,4387.0,255.0,2972.0,1999.0,2.0,426.0
782,2250.0,4385.0,258.0,2974.0,1979.0,2.0,439.0
783,2248.0,4387.0,266.0,2975.0,1963.0,2.0,446.0
784,2243.0,4386.0,263.0,2972.0,1960.0,2.0,443.0
785,2247.0,4387.0,265.0,2973.0,1961.0,2.0,442.0
786,2252.0,4387.0,253.0,2969.0,1964.0,2.0,438.0
787,2262.0,4388.0,254.0,2977.0,1963.0,2.0,435.0
788,2256.0,4387.0,258.0,2971.0,1952.0,2.0,439.0
789,2248.0,4387.0,259.0,2969.0,1954.0,2.0,432.0
790,2248.0,4387.0,259.0,2969.0,1954.0,2.0,432.0
791,2248.0,4387.0,259.0,2969.0,1954.0,2.0,432.0
792,2265.0,4389.0,261.0,2972.0,1958.0,2.0,399.0
793,2286.0,4387.0,262.0,2971.0,1957.0,2.0,389.0
