,traffic-nj511-minutes-nj_turnpike_exit_8a_to_nj_turnpike_exit_14,traffic-nj511-minutes-nj_turnpike_exit_18w_to_nj_turnpike_exit_14,traffic-nj511-minutes-nj_turnpike_exit_6_to_nj_turnpike_exit_1,traffic-nj511-minutes-ny_side_to_nj_turnpike_exit_14c,traffic-nj511-minutes-nj_turnpike_exit_18w_to_gw_bridge_via_express_lanes,traffic-nj511-minutes-gw_bridge_to_nj_turnpike_exit_18w_via_local_lanes,traffic-nj511-minutes-gw_bridge_to_nj_turnpike_exit_18w_via_express_lanes,traffic-nj511-minutes-nj_turnpike_exit_18w_to_gw_bridge_via_local_lanes,traffic-nj511-minutes-nj_turnpike_exit_14_to_nj_turnpike_exit_18w,traffic-nj511-minutes-i-95_from_the_delaware_side_to_nj_turnpike_exit_1,traffic-nj511-minutes-nj_turnpike_exit_1_to_nj_turnpike_exit_6,traffic-nj511-minutes-nj_turnpike_from_exit_1_to_delaware,traffic-nj511-minutes-nj_turnpike_from_exit_14c_to_the_ny_side,traffic-nj511-minutes-nj_turnpike_exit_14_to_nj_turnpike_exit_8a
212,30.0,8.0,47.0,7.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
213,30.0,8.0,47.0,7.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
214,30.0,8.0,47.0,7.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
215,30.0,8.0,47.0,7.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
216,30.0,8.0,47.0,7.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
217,30.0,8.0,47.0,7.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
218,30.0,8.0,47.0,7.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
219,30.0,8.0,47.0,7.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
220,30.0,8.0,47.0,7.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
221,30.0,8.0,47.0,7.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
222,30.0,8.0,47.0,7.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
223,30.0,8.0,47.0,8.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
224,30.0,8.0,47.0,7.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
225,30.0,8.0,47.0,7.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
226,30.0,8.0,47.0,7.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
227,30.0,8.0,47.0,7.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
228,30.0,8.0,47.0,7.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
229,30.0,8.0,47.0,7.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
230,30.0,8.0,47.0,7.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
231,30.0,8.0,47.0,7.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
232,30.0,8.0,47.0,7.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
233,30.0,8.0,47.0,7.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
234,30.0,8.0,47.0,7.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
235,30.0,8.0,47.0,7.0,11.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
236,30.0,8.0,47.0,7.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
237,30.0,8.0,47.0,7.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
238,30.0,8.0,47.0,7.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
239,30.0,8.0,47.0,7.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
240,30.0,8.0,47.0,7.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
241,30.0,8.0,47.0,7.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
242,30.0,8.0,47.0,7.0,11.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
243,30.0,8.0,47.0,7.0,11.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
244,30.0,8.0,47.0,7.0,11.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
245,30.0,8.0,47.0,7.0,11.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
246,30.0,8.0,47.0,7.0,11.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
247,30.0,8.0,47.0,7.0,11.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
248,30.0,8.0,47.0,7.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
249,30.0,8.0,47.0,7.0,11.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
250,30.0,8.0,47.0,7.0,11.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
251,30.0,8.0,47.0,7.0,11.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
252,30.0,8.0,47.0,7.0,11.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
253,30.0,8.0,47.0,7.0,11.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
254,30.0,8.0,47.0,7.0,11.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
255,30.0,8.0,47.0,7.0,11.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
256,30.0,8.0,47.0,7.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
257,30.0,8.0,47.0,7.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
258,30.0,8.0,47.0,7.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
259,30.0,8.0,47.0,8.0,11.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
260,30.0,8.0,47.0,7.0,11.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
261,30.0,8.0,47.0,7.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
262,30.0,8.0,47.0,7.0,11.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
263,30.0,8.0,47.0,7.0,13.0,10.0,10.0,11.0,11.0,8.0,46.0,8.0,8.0,31.0
264,30.0,8.0,47.0,8.0,14.0,10.0,10.0,11.0,11.0,8.0,46.0,8.0,8.0,31.0
265,30.0,8.0,47.0,8.0,15.0,10.0,10.0,12.0,11.0,8.0,46.0,8.0,8.0,31.0
266,30.0,8.0,47.0,8.0,16.0,10.0,10.0,12.0,11.0,8.0,46.0,8.0,8.0,31.0
267,30.0,8.0,47.0,7.0,15.0,10.0,10.0,13.0,11.0,8.0,46.0,8.0,8.0,31.0
268,30.0,8.0,47.0,7.0,15.0,10.0,10.0,13.0,11.0,8.0,46.0,8.0,8.0,31.0
269,30.0,8.0,47.0,7.0,13.0,10.0,10.0,13.0,11.0,8.0,46.0,8.0,8.0,31.0
270,30.0,8.0,47.0,8.0,13.0,10.0,10.0,13.0,11.0,8.0,46.0,8.0,8.0,31.0
271,30.0,8.0,47.0,8.0,12.0,10.0,10.0,12.0,11.0,8.0,46.0,8.0,8.0,31.0
272,30.0,8.0,47.0,7.0,12.0,10.0,10.0,12.0,11.0,8.0,46.0,8.0,8.0,31.0
273,30.0,8.0,47.0,7.0,12.0,10.0,10.0,11.0,11.0,8.0,46.0,8.0,8.0,31.0
274,30.0,8.0,47.0,7.0,12.0,10.0,10.0,11.0,11.0,8.0,46.0,8.0,8.0,31.0
275,30.0,8.0,47.0,7.0,12.0,10.0,10.0,11.0,11.0,8.0,46.0,8.0,8.0,31.0
276,30.0,8.0,47.0,8.0,11.0,10.0,10.0,11.0,11.0,8.0,46.0,8.0,8.0,31.0
277,30.0,8.0,47.0,8.0,11.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
278,30.0,8.0,47.0,7.0,11.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
279,30.0,8.0,47.0,7.0,12.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
280,30.0,8.0,47.0,7.0,11.0,10.0,10.0,11.0,11.0,8.0,46.0,8.0,8.0,31.0
281,30.0,8.0,47.0,7.0,11.0,10.0,10.0,11.0,11.0,8.0,46.0,8.0,8.0,31.0
282,30.0,8.0,47.0,7.0,11.0,10.0,10.0,11.0,11.0,8.0,46.0,8.0,8.0,31.0
283,30.0,8.0,47.0,8.0,11.0,10.0,10.0,11.0,11.0,8.0,46.0,8.0,8.0,31.0
284,30.0,8.0,47.0,7.0,11.0,10.0,10.0,11.0,11.0,8.0,46.0,8.0,8.0,31.0
285,30.0,8.0,47.0,8.0,11.0,10.0,10.0,11.0,11.0,8.0,46.0,8.0,8.0,31.0
286,30.0,8.0,47.0,7.0,11.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
287,30.0,8.0,47.0,7.0,11.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
288,30.0,8.0,47.0,7.0,11.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
289,30.0,8.0,47.0,7.0,12.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
290,30.0,8.0,47.0,8.0,12.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
291,30.0,8.0,47.0,8.0,12.0,10.0,10.0,11.0,11.0,8.0,46.0,8.0,8.0,31.0
292,30.0,8.0,47.0,8.0,12.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
293,30.0,8.0,47.0,8.0,12.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
294,30.0,8.0,47.0,8.0,12.0,10.0,10.0,11.0,11.0,8.0,46.0,8.0,8.0,31.0
295,30.0,8.0,47.0,8.0,12.0,10.0,10.0,11.0,11.0,8.0,46.0,8.0,8.0,31.0
296,30.0,8.0,47.0,8.0,12.0,10.0,10.0,11.0,11.0,8.0,46.0,8.0,8.0,31.0
297,30.0,8.0,47.0,8.0,11.0,10.0,10.0,11.0,11.0,8.0,46.0,8.0,8.0,31.0
298,30.0,8.0,47.0,7.0,11.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
299,30.0,8.0,47.0,8.0,11.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
300,30.0,8.0,47.0,8.0,11.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
301,30.0,8.0,47.0,8.0,11.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
302,30.0,8.0,47.0,9.0,11.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
303,30.0,8.0,47.0,8.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
304,30.0,8.0,47.0,8.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
305,30.0,8.0,47.0,8.0,11.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
306,30.0,8.0,47.0,8.0,10.0,10.0,10.0,11.0,11.0,8.0,46.0,8.0,8.0,31.0
307,30.0,8.0,47.0,9.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
308,30.0,8.0,47.0,11.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
309,30.0,8.0,47.0,10.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
310,30.0,8.0,47.0,9.0,11.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
311,30.0,8.0,47.0,9.0,11.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
312,30.0,8.0,47.0,8.0,11.0,10.0,10.0,11.0,11.0,8.0,46.0,8.0,8.0,31.0
313,30.0,8.0,47.0,8.0,11.0,10.0,10.0,11.0,11.0,8.0,46.0,8.0,8.0,31.0
314,30.0,8.0,47.0,8.0,11.0,10.0,10.0,11.0,11.0,8.0,46.0,8.0,8.0,31.0
315,30.0,8.0,47.0,8.0,11.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
316,30.0,8.0,47.0,8.0,11.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
317,30.0,8.0,47.0,8.0,11.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
318,30.0,8.0,47.0,8.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
319,30.0,8.0,47.0,8.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
320,30.0,8.0,47.0,8.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
321,30.0,8.0,47.0,8.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
322,30.0,8.0,47.0,8.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
323,30.0,8.0,47.0,8.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
324,30.0,8.0,47.0,8.0,11.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
325,30.0,8.0,47.0,8.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
326,30.0,8.0,47.0,9.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
327,30.0,8.0,47.0,8.0,11.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
328,30.0,8.0,47.0,8.0,10.0,10.0,10.0,11.0,11.0,8.0,46.0,8.0,8.0,31.0
329,30.0,8.0,47.0,8.0,11.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
330,30.0,8.0,47.0,8.0,11.0,10.0,10.0,11.0,11.0,8.0,46.0,8.0,8.0,31.0
331,30.0,8.0,47.0,8.0,12.0,10.0,10.0,11.0,11.0,8.0,46.0,8.0,8.0,31.0
332,30.0,8.0,47.0,8.0,12.0,10.0,10.0,11.0,11.0,8.0,46.0,8.0,8.0,31.0
333,30.0,8.0,47.0,8.0,12.0,10.0,10.0,11.0,11.0,8.0,46.0,8.0,8.0,31.0
334,30.0,8.0,47.0,7.0,11.0,10.0,10.0,11.0,11.0,8.0,46.0,8.0,8.0,31.0
335,30.0,8.0,47.0,7.0,11.0,10.0,10.0,11.0,11.0,8.0,46.0,8.0,8.0,31.0
336,30.0,8.0,47.0,8.0,11.0,10.0,10.0,11.0,11.0,8.0,46.0,8.0,8.0,31.0
337,30.0,8.0,47.0,8.0,11.0,10.0,10.0,11.0,11.0,8.0,46.0,8.0,8.0,31.0
338,30.0,8.0,47.0,8.0,11.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
339,30.0,8.0,47.0,8.0,11.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
340,30.0,8.0,47.0,8.0,13.0,10.0,10.0,11.0,11.0,8.0,46.0,8.0,8.0,31.0
341,30.0,8.0,47.0,8.0,13.0,10.0,11.0,12.0,11.0,8.0,46.0,8.0,8.0,31.0
342,30.0,8.0,47.0,8.0,13.0,10.0,11.0,11.0,11.0,8.0,46.0,8.0,9.0,31.0
343,30.0,8.0,47.0,8.0,12.0,11.0,10.0,11.0,11.0,8.0,46.0,8.0,9.0,31.0
344,30.0,8.0,47.0,8.0,11.0,10.0,11.0,11.0,11.0,8.0,46.0,8.0,9.0,31.0
345,30.0,8.0,47.0,8.0,11.0,10.0,11.0,10.0,11.0,8.0,46.0,8.0,9.0,31.0
346,30.0,8.0,47.0,7.0,11.0,10.0,11.0,10.0,11.0,8.0,46.0,8.0,8.0,31.0
347,30.0,8.0,47.0,7.0,11.0,10.0,11.0,10.0,11.0,8.0,46.0,8.0,9.0,31.0
348,30.0,8.0,47.0,7.0,11.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,9.0,31.0
349,30.0,8.0,47.0,8.0,12.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,9.0,31.0
350,30.0,8.0,47.0,7.0,11.0,10.0,10.0,11.0,11.0,8.0,46.0,8.0,9.0,31.0
351,30.0,8.0,47.0,8.0,11.0,10.0,10.0,11.0,11.0,8.0,46.0,8.0,9.0,31.0
352,30.0,8.0,47.0,8.0,11.0,10.0,10.0,11.0,11.0,8.0,46.0,8.0,9.0,31.0
353,30.0,8.0,47.0,8.0,11.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,10.0,31.0
354,30.0,8.0,47.0,8.0,11.0,10.0,11.0,10.0,11.0,8.0,46.0,8.0,10.0,31.0
355,30.0,8.0,47.0,8.0,11.0,10.0,11.0,10.0,11.0,8.0,46.0,8.0,10.0,31.0
356,30.0,8.0,47.0,8.0,11.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,11.0,31.0
357,30.0,8.0,47.0,8.0,11.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,12.0,31.0
358,30.0,8.0,47.0,8.0,11.0,10.0,11.0,10.0,11.0,8.0,46.0,8.0,12.0,31.0
359,30.0,8.0,47.0,7.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,11.0,31.0
360,30.0,8.0,47.0,7.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,12.0,31.0
361,30.0,8.0,47.0,8.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,11.0,31.0
362,30.0,8.0,47.0,8.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,13.0,31.0
363,30.0,8.0,47.0,8.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,13.0,31.0
364,30.0,8.0,47.0,8.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,13.0,31.0
365,30.0,8.0,47.0,8.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,13.0,31.0
366,30.0,8.0,47.0,8.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,14.0,31.0
367,30.0,8.0,47.0,8.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,15.0,31.0
368,30.0,8.0,47.0,8.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,16.0,31.0
369,30.0,8.0,47.0,8.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,14.0,31.0
370,30.0,8.0,47.0,8.0,10.0,10.0,11.0,10.0,11.0,8.0,46.0,8.0,14.0,31.0
371,30.0,8.0,47.0,8.0,10.0,10.0,11.0,10.0,11.0,8.0,46.0,8.0,14.0,31.0
372,30.0,8.0,47.0,9.0,10.0,10.0,11.0,10.0,11.0,8.0,46.0,8.0,16.0,31.0
373,30.0,8.0,47.0,8.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,16.0,31.0
374,30.0,8.0,47.0,8.0,10.0,10.0,10.0,11.0,11.0,8.0,46.0,8.0,16.0,31.0
375,30.0,8.0,48.0,8.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,18.0,31.0
376,30.0,8.0,48.0,8.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,18.0,31.0
377,30.0,8.0,47.0,9.0,10.0,11.0,11.0,10.0,11.0,8.0,46.0,8.0,18.0,31.0
378,30.0,8.0,47.0,9.0,10.0,10.0,11.0,10.0,11.0,8.0,46.0,8.0,18.0,31.0
379,30.0,8.0,49.0,9.0,10.0,10.0,11.0,10.0,11.0,8.0,46.0,8.0,18.0,31.0
380,30.0,8.0,49.0,8.0,10.0,10.0,11.0,10.0,11.0,8.0,46.0,8.0,17.0,31.0
381,30.0,8.0,48.0,8.0,10.0,10.0,11.0,10.0,11.0,8.0,46.0,8.0,17.0,31.0
382,30.0,8.0,49.0,8.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,18.0,31.0
383,30.0,8.0,48.0,8.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,18.0,31.0
384,30.0,8.0,47.0,9.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,17.0,31.0
385,30.0,8.0,50.0,8.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,18.0,31.0
386,30.0,8.0,51.0,9.0,10.0,10.0,10.0,11.0,11.0,8.0,46.0,8.0,19.0,31.0
387,30.0,8.0,49.0,9.0,10.0,10.0,10.0,11.0,11.0,8.0,46.0,8.0,18.0,31.0
388,30.0,8.0,48.0,9.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,17.0,31.0
389,30.0,8.0,47.0,10.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,18.0,31.0
390,30.0,8.0,47.0,10.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,17.0,31.0
391,30.0,8.0,47.0,9.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,17.0,31.0
392,30.0,8.0,47.0,10.0,11.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,18.0,31.0
393,30.0,8.0,47.0,9.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,17.0,31.0
394,30.0,8.0,47.0,10.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,17.0,31.0
395,30.0,8.0,47.0,10.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,18.0,31.0
396,30.0,8.0,47.0,10.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,16.0,31.0
397,30.0,8.0,47.0,11.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,17.0,31.0
398,30.0,8.0,47.0,12.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,17.0,31.0
399,30.0,8.0,47.0,12.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,18.0,31.0
400,30.0,8.0,47.0,13.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,18.0,31.0
401,30.0,8.0,47.0,13.0,11.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,16.0,31.0
402,30.0,8.0,47.0,12.0,11.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,16.0,31.0
403,30.0,8.0,47.0,12.0,10.0,10.0,10.0,11.0,11.0,8.0,46.0,8.0,18.0,31.0
404,30.0,8.0,47.0,13.0,10.0,10.0,11.0,10.0,11.0,8.0,46.0,8.0,18.0,31.0
405,30.0,8.0,47.0,13.0,11.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,17.0,31.0
406,30.0,8.0,47.0,13.0,11.0,10.0,10.0,11.0,11.0,8.0,46.0,8.0,16.0,31.0
407,30.0,8.0,48.0,13.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,17.0,31.0
408,30.0,8.0,47.0,13.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,16.0,31.0
409,30.0,8.0,47.0,13.0,11.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,16.0,31.0
410,30.0,8.0,49.0,14.0,11.0,10.0,10.0,11.0,11.0,8.0,46.0,8.0,16.0,31.0
411,30.0,8.0,51.0,14.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,16.0,31.0
412,30.0,8.0,51.0,14.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,15.0,31.0
413,30.0,8.0,53.0,14.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,15.0,31.0
414,30.0,8.0,53.0,14.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,15.0,31.0
415,30.0,8.0,52.0,14.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,14.0,31.0
416,30.0,8.0,52.0,15.0,10.0,10.0,10.0,10.0,11.0,8.0,46.0,8.0,15.0,31.0
417,30.0,8.0,53.0,15.0,10.0,10.0,10.0,10.0,12.0,8.0,46.0,8.0,14.0,31.0
418,30.0,8.0,52.0,15.0,10.0,11.0,10.0,10.0,13.0,8.0,46.0,8.0,14.0,31.0
419,30.0,8.0,54.0,14.0,10.0,11.0,11.0,10.0,12.0,8.0,46.0,8.0,13.0,31.0
420,30.0,8.0,55.0,14.0,10.0,11.0,10.0,10.0,12.0,8.0,46.0,8.0,12.0,31.0
421,30.0,8.0,55.0,14.0,11.0,10.0,10.0,10.0,12.0,8.0,46.0,8.0,11.0,31.0
422,30.0,8.0,54.0,13.0,11.0,10.0,10.0,10.0,12.0,8.0,46.0,8.0,10.0,31.0
423,30.0,8.0,57.0,14.0,11.0,10.0,10.0,10.0,12.0,8.0,46.0,8.0,8.0,31.0
424,30.0,8.0,52.0,14.0,11.0,10.0,10.0,11.0,12.0,8.0,46.0,8.0,8.0,31.0
425,30.0,8.0,53.0,14.0,11.0,10.0,10.0,11.0,11.0,8.0,46.0,8.0,9.0,31.0
426,30.0,8.0,56.0,14.0,11.0,10.0,10.0,11.0,12.0,8.0,46.0,8.0,9.0,31.0
427,30.0,9.0,56.0,15.0,11.0,10.0,10.0,10.0,12.0,8.0,46.0,8.0,9.0,31.0
428,30.0,8.0,58.0,15.0,11.0,11.0,10.0,11.0,12.0,8.0,46.0,8.0,9.0,31.0
429,30.0,9.0,59.0,14.0,11.0,10.0,10.0,11.0,12.0,8.0,46.0,8.0,9.0,31.0
430,30.0,9.0,55.0,14.0,10.0,10.0,10.0,11.0,12.0,8.0,46.0,8.0,9.0,31.0
431,30.0,8.0,47.0,14.0,10.0,10.0,10.0,11.0,13.0,8.0,46.0,8.0,9.0,31.0
432,30.0,8.0,47.0,13.0,11.0,10.0,10.0,11.0,14.0,8.0,46.0,8.0,9.0,31.0
433,30.0,8.0,47.0,13.0,11.0,10.0,10.0,11.0,15.0,8.0,46.0,8.0,9.0,31.0
434,30.0,8.0,47.0,13.0,12.0,10.0,10.0,12.0,15.0,8.0,46.0,8.0,9.0,31.0
435,30.0,8.0,47.0,13.0,13.0,10.0,10.0,12.0,14.0,8.0,46.0,8.0,9.0,31.0
436,30.0,8.0,47.0,13.0,12.0,11.0,10.0,13.0,14.0,8.0,46.0,8.0,9.0,31.0
437,30.0,8.0,47.0,12.0,13.0,11.0,10.0,12.0,14.0,8.0,46.0,8.0,9.0,31.0
438,30.0,8.0,47.0,13.0,13.0,11.0,11.0,13.0,13.0,8.0,46.0,8.0,9.0,31.0
439,30.0,8.0,47.0,13.0,12.0,11.0,11.0,13.0,13.0,8.0,46.0,8.0,8.0,31.0
440,30.0,8.0,47.0,13.0,12.0,10.0,11.0,13.0,14.0,8.0,46.0,8.0,8.0,31.0
441,30.0,8.0,47.0,13.0,13.0,11.0,10.0,13.0,13.0,8.0,46.0,8.0,8.0,31.0
442,30.0,8.0,47.0,13.0,13.0,12.0,11.0,13.0,14.0,8.0,46.0,8.0,8.0,31.0
