,electricity-load-nyiso-capitl,electricity-load-nyiso-west,electricity-load-nyiso-millwd,electricity-load-nyiso-hud_valley,electricity-load-nyiso-north,electricity-load-nyiso-centrl,electricity-load-nyiso-mhk_valley,electricity-load-nyiso-nyc,electricity-load-nyiso-longil,electricity-load-nyiso-dunwod,electricity-load-nyiso-overall,electricity-load-nyiso-genese
178,1377.7175,1690.8882,316.9664,1049.4072,685.5024,1891.0883,966.1492,4985.3965,2000.4524,594.6816,16679.317199999998,1121.0675
179,1379.5763,1724.7083,309.1951,1037.5211,695.5764,1913.1997,946.6501,4988.7793,1999.8945,589.4064,16696.2684,1111.7612
180,1379.4929,1699.1731,330.1093,1021.4656,693.72,1913.5536,946.4006,4927.0605,1989.4863,593.0739,16600.7194,1107.1836
181,1376.1907,1656.7147,333.7768,981.3711,690.0914,1903.731,946.7455,4908.7,1981.0695,581.9999,16468.853499999997,1108.4629
182,1377.1683,1684.3176,332.8419,997.3141,683.6991,1901.2783,944.9041,4891.473,1950.4375,587.2098,16457.639799999997,1106.9961
183,1368.2764,1692.0732,335.8574,1008.5145,689.8779,1908.2908,939.4276,4868.0737,1944.0356,591.6411,16451.683100000002,1105.6149
184,1373.596,1703.2168,325.8198,979.8297,664.4813,1848.2981,944.1834,4853.6626,1935.8835,587.7692,16323.605099999999,1106.8647
185,1360.5792,1692.5715,321.7321,991.8424,680.8809,1902.2827,939.2694,4835.4014,1933.7413,579.235,16341.1251,1103.5892
186,1366.042,1696.1886,323.1079,1001.1596,672.7811,1887.2094,926.9771,4816.925,1923.9016,570.4547,16289.763799999999,1105.0168
187,1355.4779,1694.0448,326.2278,975.5363,665.3262,1908.6693,931.5374,4787.04,1915.8999,586.4285,16247.134399999999,1100.9463
188,1366.3625,1669.346,314.0783,995.8433,676.1141,1870.6033,937.1888,4777.2056,1910.5737,573.9237,16193.083900000001,1101.8446
189,1374.6909,1682.8265,308.6695,988.6119,674.2158,1872.9653,920.2827,4761.1045,1920.7742,580.5689,16194.752900000001,1110.0427
190,1351.8531,1664.0626,300.0036,1012.3067,676.6573,1896.0502,927.8195,4753.924,1912.8073,584.0742,16183.3007,1103.7422
191,1358.809,1665.5352,311.1216,1030.5427,674.0344,1902.4773,927.967,4746.666,1902.3824,570.6749,16194.816700000001,1104.6062
192,1357.5808,1660.0582,317.489,978.4858,669.1124,1901.1152,938.6199,4737.636,1897.3773,581.9125,16138.8247,1099.4376
193,1352.9138,1633.9976,336.9102,968.7555,671.8347,1887.3215,921.707,4716.685,1892.2567,566.3925,16046.978400000002,1098.2039
194,1364.5499,1665.3772,309.7695,989.4884,667.9367,1836.7162,932.8046,4689.753,1890.5519,579.1623,16025.5062,1099.3965
195,1359.904,1658.0547,334.8449,980.5449,669.7511,1856.5254,929.1401,4690.717,1882.0635,575.4089,16037.0254,1100.0709
196,1353.3679,1651.5493,328.0811,965.9478,673.4015,1871.7196,930.1255,4706.123,1880.323,572.025,16031.6765,1099.0128
197,1347.6206,1659.723,325.7933,960.6726,670.1416,1880.4553,929.6515,4692.0176,1869.125,564.33,15991.155299999999,1091.6248
198,1348.6702,1656.5454,333.8389,978.197,673.2454,1887.4313,921.3662,4666.093,1874.3046,568.147,16001.0507,1093.2117
199,1354.4945,1648.0742,334.6426,963.7533,662.8135,1843.6259,923.7316,4659.167,1869.0161,563.0546,15912.2778,1089.9045
200,1344.1646,1666.9438,331.1241,969.8042,662.0575,1866.6633,920.9459,4659.3457,1873.2377,562.536,15946.4595,1089.6367
201,1349.897,1666.3191,323.8196,963.0673,673.7866,1872.6711,918.2375,4647.589,1876.5022,559.7319,15936.0815,1084.4602
202,1342.7104,1669.18,320.1203,973.3673,667.9403,1869.5538,917.3843,4628.747,1869.5684,564.6311,15910.453800000001,1087.2509
203,1345.751,1639.2356,324.7784,969.6045,666.6721,1880.4446,909.0024,4619.579,1865.9907,558.8533,15867.5189,1087.6073
204,1338.6216,1651.0352,328.6729,960.0646,663.5493,1870.3004,916.3794,4621.254,1862.2402,564.6674,15861.582699999999,1084.7977
205,1349.8013,1637.017,330.9111,964.225,675.4441,1836.9636,909.4597,4608.4746,1873.5884,559.2859,15825.723399999999,1080.5527
206,1345.3967,1663.2227,331.7174,970.6603,670.2352,1865.9313,926.6212,4605.1704,1863.3867,555.0701,15883.0099,1085.5979
207,1332.5071,1658.338,334.1956,955.7045,663.2878,1858.4729,911.0728,4617.5425,1863.1947,554.8173,15829.411999999998,1080.2788
208,1338.1604,1638.1475,330.1844,968.2997,670.4648,1864.3278,914.9694,4614.1143,1854.1633,561.6169,15843.985100000002,1089.5366
209,1338.5786,1665.4707,328.3015,963.4384,669.676,1853.4113,925.2581,4594.7617,1849.8307,565.5551,15840.002599999998,1085.7205
210,1333.7126,1637.2534,334.7448,972.923,654.8518,1853.0587,919.5226,4594.617,1850.8896,553.3157,15783.457900000001,1078.5687
211,1335.7734,1665.7327,327.224,992.2496,665.5006,1840.3351,916.1021,4597.577,1845.0503,550.2194,15813.390200000002,1077.626
212,1336.8513,1648.4641,324.916,971.2758,669.6993,1853.4615,915.2577,4576.542,1852.5645,560.4755,15788.5035,1078.9958
213,1328.0293,1661.7651,326.3959,966.8585,669.8577,1865.2148,914.468,4559.909,1838.5898,548.9036,15759.861700000001,1079.87
214,1328.1274,1631.2993,331.5469,983.5826,669.5508,1851.2009,926.2296,4561.615,1838.8,551.8289,15752.1632,1078.3818
215,1330.5664,1643.8422,328.6528,981.2393,663.2279,1857.3751,919.448,4548.2744,1839.3688,547.7094,15738.255000000001,1078.5507
216,1322.1047,1642.9021,333.2076,962.7313,670.8407,1805.6661,909.4979,4533.479,1839.5282,552.7495,15650.256399999998,1077.5493
217,1333.199,1643.8976,322.913,967.9412,671.4919,1842.6869,922.6931,4542.966,1842.8157,553.6218,15724.5249,1080.2987
218,1338.72,1630.8115,326.0097,976.8066,665.8025,1849.5017,917.657,4533.786,1846.1533,546.2509,15710.9216,1079.4224
219,1338.72,1630.8115,326.0097,976.8066,665.8025,1849.5017,917.657,4533.786,1846.1533,546.2509,15710.9216,1079.4224
220,1338.72,1630.8115,326.0097,976.8066,665.8025,1849.5017,917.657,4533.786,1846.1533,546.2509,15710.9216,1079.4224
221,1334.3811,1646.615,334.9077,977.6561,664.5889,1853.0662,929.5719,4563.952,1838.8956,546.6307,15771.8574,1081.5922
222,1343.367,1670.0948,321.5726,955.2444,669.653,1859.2325,913.866,4550.3135,1849.6477,555.5914,15764.578500000001,1075.9956
223,1343.1271,1638.4891,334.2042,957.3769,673.073,1878.3231,917.9359,4545.336,1855.6108,550.6263,15773.9989,1079.8965
224,1345.1292,1647.7405,324.5443,962.0738,668.7507,1877.1453,916.2873,4564.4795,1860.719,546.83,15793.824799999999,1080.1252
225,1342.4369,1632.1167,335.0449,986.1137,663.4153,1862.1101,919.9394,4571.6855,1865.8374,552.3888,15816.9146,1085.8259
226,1350.2258,1697.2682,323.4711,968.5107,669.6679,1841.133,916.6059,4555.9746,1855.1233,554.8871,15812.8245,1079.9569
227,1352.7266,1645.1965,324.4325,953.9156,671.4336,1875.148,921.6879,4548.6914,1869.3665,556.8529,15814.389200000001,1094.9377
228,1349.5374,1656.3313,331.1866,986.1398,671.5131,1874.8259,926.5272,4532.826,1873.1304,554.0513,15851.745,1095.676
229,1345.5662,1643.8425,330.303,979.9364,670.3566,1888.0996,927.2699,4524.529,1882.5125,552.8807,15842.128700000001,1096.8323
230,1365.009,1661.6038,333.5902,964.3156,672.7789,1878.6309,928.9915,4553.6377,1905.2761,552.5818,15915.455100000001,1099.0396
231,1365.7974,1652.9565,335.2656,972.0123,666.8626,1842.0323,937.0961,4537.4517,1887.4282,552.549,15849.629600000002,1100.1779
232,1365.3926,1655.927,335.4545,959.844,675.7084,1888.0198,936.1655,4557.1807,1899.927,557.3655,15935.644499999999,1104.6595
233,1370.884,1652.0215,341.2435,964.353,668.7698,1887.1626,939.0399,4547.04,1895.2227,553.3452,15927.0629,1107.9807
234,1379.6285,1652.0757,328.8542,989.2904,675.7184,1903.802,938.7092,4573.0103,1887.6758,557.9396,15991.1575,1104.4534
235,1379.9246,1662.8324,338.9677,983.6206,678.8242,1913.5178,936.0657,4582.448,1895.5416,560.5917,16044.636899999998,1112.3026
236,1376.3945,1674.1534,334.338,995.655,681.459,1926.8267,934.1519,4592.0903,1897.0239,562.481,16084.1328,1109.5591
237,1391.0935,1701.7158,333.135,995.7478,682.6641,1899.8734,937.8358,4599.5107,1912.4666,571.1575,16135.9476,1110.7474
238,1393.9517,1669.2542,339.9024,982.6491,679.8121,1917.4438,950.8802,4604.641,1914.1351,567.3115,16138.9445,1118.9634
239,1391.1504,1693.7661,343.1946,997.3971,686.6925,1937.1969,941.288,4604.158,1921.9532,570.1982,16205.113900000002,1118.1189
240,1394.8391,1676.1769,343.3024,989.2064,678.6024,1933.4045,950.8833,4614.8076,1928.4426,563.4334,16189.4344,1116.3358
241,1398.8242,1689.7026,342.5938,1025.3313,679.6118,1948.7217,954.4874,4627.192,1941.864,574.6394,16317.120700000001,1134.1525
242,1411.6782,1707.1527,354.28,1014.0292,663.3724,1908.7281,970.8048,4661.377,1955.7588,580.2471,16366.947000000002,1139.5187
243,1417.271,1700.5393,352.8213,1011.5634,675.9722,1963.4758,967.9134,4682.299,1961.3306,576.7121,16458.9059,1149.0078
244,1430.0862,1727.2434,345.3302,1018.8733,691.1749,1997.2098,971.7011,4726.9746,1986.0745,578.7686,16622.9129,1149.4763
245,1439.8575,1725.9512,345.0393,1040.1475,681.0126,1964.6113,981.4332,4718.42,1988.4833,588.7578,16632.4188,1158.7051
246,1434.5321,1715.4377,357.4174,1039.1738,696.3274,1988.2083,975.8295,4738.292,2003.482,584.6487,16696.4029,1163.054
247,1441.6375,1721.5928,359.9145,1030.521,685.7362,1993.6268,981.8347,4758.4365,2003.487,586.379,16724.7908,1161.6248
248,1452.5115,1734.2264,358.0966,1027.8716,689.0042,1958.592,989.443,4796.8115,2029.3364,588.1838,16795.1343,1171.0573
249,1464.4867,1711.2063,378.9179,1041.6898,687.9106,1997.8373,992.3641,4790.6763,2040.1814,597.2423,16881.2122,1178.6995
250,1452.9292,1758.3245,362.0752,1032.3363,700.1153,2028.7112,1000.3794,4853.7705,2049.2349,595.1329,17006.405,1173.3956
251,1471.6254,1728.2239,369.6952,1065.6906,686.6267,2045.4305,1015.51,4874.3257,2040.1814,600.2808,17080.374600000003,1182.7844
252,1475.1725,1757.7067,364.543,1068.834,686.7296,2043.0653,1017.3742,4893.9395,2072.0574,605.1349,17171.2383,1186.6812
253,1495.538,1758.5916,378.8892,1058.6927,713.0265,2037.7075,1027.2921,4963.288,2083.6604,602.7696,17318.7561,1199.3005
254,1510.5875,1788.7908,373.853,1078.0591,713.7457,2087.4268,1043.8867,5029.6953,2124.9136,618.6582,17580.8716,1211.2549
255,1516.824,1796.5155,372.5044,1106.178,709.7756,2130.2373,1044.7534,5072.1914,2120.9595,626.114,17720.339500000002,1224.2864
256,1545.9592,1833.3276,373.8281,1110.0184,718.9469,2121.816,1057.5597,5092.8096,2138.8103,624.8798,17851.2952,1233.3396
257,1526.69,1817.1493,375.6475,1130.4227,720.9641,2164.1807,1066.7859,5156.2954,2140.0469,621.3763,17958.1158,1238.557
258,1538.9347,1815.9817,390.3093,1089.1462,717.7033,2161.8115,1075.1741,5139.981,2153.945,628.4608,17955.4452,1243.9976
259,1536.7532,1818.7435,399.0308,1107.5562,725.3751,2135.5972,1074.222,5180.6113,2154.8484,626.2097,18010.959399999996,1252.012
260,1561.564,1832.479,401.6475,1124.7253,721.1821,2161.9543,1080.3711,5196.288,2163.7996,642.0372,18139.405,1253.3569
261,1569.5254,1861.9915,389.5942,1108.72,730.9314,2164.3057,1088.3816,5254.707,2185.287,641.0603,18263.665,1269.1609
262,1585.8378,1824.5787,406.144,1130.6974,716.973,2197.177,1081.3839,5232.6523,2189.778,635.7266,18267.2811,1266.3324
263,1581.7346,1852.9338,413.9974,1133.4473,718.8327,2152.0552,1094.8964,5262.554,2209.142,642.7304,18331.2303,1268.9065
264,1577.4961,1860.716,400.1132,1120.7518,729.4111,2204.7012,1089.6183,5317.254,2203.519,640.3727,18408.9749,1265.0215
265,1591.778,1858.2985,394.5706,1144.7167,718.1788,2206.1748,1098.3557,5351.2246,2223.9521,659.5035,18525.1021,1278.3488
266,1590.5367,1867.1517,405.4733,1136.888,726.6323,2224.8047,1118.3591,5416.5645,2231.087,660.5952,18669.882299999997,1291.7898
267,1615.951,1866.5109,403.8068,1151.7952,726.3943,2236.3457,1122.9017,5448.077,2259.3281,676.3839,18799.392900000003,1291.8983
268,1598.9387,1862.5289,404.8509,1185.9525,718.4372,2250.6294,1118.6014,5475.833,2273.629,652.3107,18835.6302,1293.9185
269,1618.4927,1894.4043,421.4663,1154.8174,724.1589,2186.713,1122.228,5521.3857,2263.9282,660.6147,18869.163799999995,1300.9546
270,1626.9408,1899.9114,423.996,1137.3451,737.2606,2231.0186,1131.8093,5538.5938,2259.7798,661.1241,18953.833,1306.0535
271,1600.9641,1920.1274,416.0623,1188.8948,730.1847,2233.3376,1130.7533,5554.3984,2246.0005,674.0841,18999.119300000002,1304.3121
272,1633.8298,1931.9957,409.1231,1165.8293,745.2304,2242.687,1126.6523,5592.6543,2266.9985,686.6008,19112.7155,1311.1143
273,1621.2993,1914.148,409.5413,1148.5732,728.9755,2202.4973,1149.6417,5616.3906,2262.0425,697.7645,19062.5475,1311.6736
274,1619.5632,1926.5988,417.539,1159.7972,731.4633,2235.7188,1155.3925,5669.0513,2271.4626,692.6517,19199.762600000002,1320.5242
275,1617.1047,1925.4203,411.0386,1162.6001,731.9175,2247.9756,1145.1243,5677.0957,2274.229,689.0269,19209.8281,1328.2954
276,1610.5786,1951.3068,428.5897,1166.2236,734.2481,2257.342,1147.631,5742.081,2267.3945,690.1519,19329.529,1333.9818
277,1619.5076,1921.6763,419.38,1169.0996,720.4008,2256.793,1160.4913,5769.445,2276.6736,700.8544,19354.582799999996,1340.2612
278,1625.286,1955.8787,418.5007,1166.1576,722.0748,2269.311,1157.2634,5791.201,2267.8088,702.2863,19399.1644,1323.3961
279,1622.3447,1948.2533,418.1584,1169.8037,725.8035,2240.3914,1150.5122,5822.242,2284.7422,704.3062,19423.2202,1336.6626
280,1622.6227,1946.4867,415.8699,1196.6494,721.6804,2233.8672,1143.9866,5836.7847,2275.6284,716.4281,19447.6811,1337.677
281,1621.5126,1954.8048,425.2183,1155.7715,726.8871,2228.3828,1147.9253,5865.1074,2288.2903,709.3613,19464.2673,1341.0059
282,1597.3347,1958.2107,427.2078,1154.9626,722.1995,2236.2207,1149.8171,5910.542,2288.4197,702.2885,19483.0069,1335.8036
283,1588.8962,1985.5642,411.2788,1148.3711,729.3462,2232.9941,1141.4028,5932.0117,2268.1677,723.9704,19501.8011,1339.7979
284,1599.0212,1948.0527,436.8195,1137.4307,728.8342,2226.1892,1139.7863,5950.5273,2292.1633,706.1876,19502.8567,1337.8447
285,1597.2026,1956.1321,427.588,1150.8809,729.8539,2217.7588,1142.8099,6027.168,2294.3508,723.343,19608.733499999995,1341.6455
286,1580.6378,1971.7772,421.119,1140.9917,725.1955,2220.0203,1141.6965,6045.9355,2315.409,715.3366,19616.679900000003,1338.5608
287,1589.1819,1915.0212,427.1995,1152.2184,718.5729,2208.7812,1142.0983,6006.712,2336.9277,706.1118,19538.251399999997,1335.4265
288,1576.8772,1958.0846,435.1829,1114.9437,734.1433,2206.5352,1138.4622,6047.163,2338.1626,715.8479,19601.368199999997,1335.9656
289,1570.5684,1923.5928,420.7846,1118.5718,726.6278,2209.3198,1136.3206,6089.728,2336.7812,719.756,19589.0019,1336.9509
290,1569.7281,1928.0662,425.3897,1132.3579,709.5662,2198.8977,1132.7174,6072.1445,2386.7266,724.322,19612.1084,1332.1921
291,1570.7117,1924.1254,439.7421,1100.9376,724.9659,2184.8005,1130.606,6054.2275,2414.2183,722.3124,19597.4184,1330.771
292,1570.8484,1928.4779,418.7368,1123.0018,721.9927,2186.1345,1124.8575,6062.5854,2382.8142,708.4268,19564.287500000002,1336.4115
293,1567.4425,1937.8923,421.3665,1125.4954,706.9984,2188.0127,1127.3386,6080.763,2378.7236,701.7289,19572.8557,1337.0938
294,1563.6636,1940.8716,429.0369,1117.2074,715.6639,2190.502,1119.0999,6103.5107,2364.8345,703.9217,19581.213299999996,1332.9011
295,1566.6785,1919.0732,433.2799,1107.1078,710.3339,2190.5508,1123.5367,6132.196,2311.956,707.3931,19534.856900000002,1332.751
296,1551.2795,1914.8478,431.2917,1138.541,717.8892,2182.1157,1106.7401,6135.007,2260.0938,722.0444,19494.6373,1334.7871
297,1548.9407,1936.895,429.0851,1136.6079,718.7534,2178.6233,1112.7112,6178.7695,2259.4702,717.3768,19547.356900000002,1330.1238
298,1553.4272,1905.2584,429.0937,1128.3718,707.1325,2185.419,1108.2461,6140.5166,2272.6465,717.3795,19475.6226,1328.1313
299,1560.4657,1931.797,431.5739,1120.855,718.5227,2167.686,1102.0023,6193.665,2304.4731,718.9687,19591.166400000002,1341.157
300,1552.1049,1892.2373,423.5621,1129.7695,719.6947,2166.6516,1107.3308,6146.1772,2326.5723,725.7991,19517.2662,1327.3667
301,1543.0703,1916.206,426.4605,1099.2543,713.1349,2150.9153,1110.5906,6188.2173,2372.731,698.838,19550.4331,1331.0149
302,1558.0659,1934.1437,430.0869,1098.5864,722.9204,2152.3909,1116.5168,6197.509,2383.2617,715.9964,19644.325999999997,1334.8479
303,1539.7871,1931.7861,427.5163,1082.4799,717.0259,2161.6528,1108.775,6220.496,2366.3857,725.9353,19620.3048,1338.4647
304,1538.9927,1943.5093,412.8204,1093.1415,711.7974,2147.9224,1112.372,6263.0806,2372.332,742.6417,19671.9005,1333.2905
305,1525.6399,1924.239,422.9764,1096.6056,716.0957,2149.601,1115.5023,6253.538,2368.8818,717.0618,19612.315300000002,1322.1738
306,1529.2817,1902.2457,426.7419,1078.6729,710.14,2144.037,1108.1,6210.401,2397.2568,709.8077,19534.4303,1317.7456
307,1546.6196,1897.7588,426.4341,1072.5298,710.5739,2124.899,1106.4431,6187.621,2415.4736,736.5436,19556.463,1331.5665
308,1526.4546,1904.9865,422.6251,1072.2123,636.1445,2132.238,1107.0931,6182.956,2399.3586,715.449,19426.275299999998,1326.7576
309,1516.9673,1900.1147,409.8833,1072.596,648.4803,2117.001,1108.4781,6199.9404,2364.9414,713.7897,19375.053399999997,1322.8612
310,1554.5552,1901.2706,407.1161,1088.5576,711.4044,2125.5952,1097.862,6172.94,2337.772,712.8456,19432.585399999996,1322.6667
311,1522.6125,1901.2706,399.2585,1077.7612,701.7933,2125.5952,1099.3209,6203.256,2307.1377,703.5402,19366.1604,1324.6143
312,1524.9548,1984.9365,416.8898,1087.2521,704.3648,2051.253,1100.0121,6200.542,2271.3792,706.1747,19372.1867,1324.4277
313,1522.717,1979.7073,399.615,1079.3331,709.697,2043.7866,1106.674,6191.9395,2239.9011,717.9657,19305.4879,1314.1516
314,1525.5966,1958.6604,415.8258,1072.468,711.4006,2049.2095,1091.6682,6208.9023,2203.6467,711.6644,19267.8368,1318.7943
315,1525.8892,1930.9521,415.8635,1081.2294,717.6722,2036.3337,1090.287,6208.501,2194.1455,712.6561,19234.0451,1320.5154
316,1520.9696,1963.387,416.7927,1066.612,711.664,2033.4241,1090.3264,6185.255,2188.652,708.5071,19212.4954,1326.9055
317,1518.5918,1950.2383,415.8608,1081.9199,705.0153,2038.06,1085.8678,6205.7256,2174.503,716.7784,19212.9093,1320.3484
318,1516.118,1924.9856,409.0877,1078.5376,700.2148,2017.6389,1086.8196,6212.2666,2188.9146,712.2526,19155.0106,1308.1746
319,1512.998,1920.4175,416.7177,1076.6409,713.9913,2008.8469,1076.0608,6235.16,2177.4478,714.592,19161.4955,1308.6226
320,1507.1925,1937.5984,415.5178,1073.0596,709.7693,2002.1492,1083.1929,6209.5205,2189.8958,717.1661,19144.380699999998,1299.3186
321,1508.5961,1938.3295,398.3455,1087.9116,707.4998,1972.9028,1082.3368,6264.171,2171.7563,716.6218,19166.1614,1317.6902
322,1507.166,1982.4766,407.5429,1094.5438,699.3185,1958.7166,1087.2616,6244.413,2162.9797,710.4963,19174.668400000002,1319.7534
323,1514.4025,2024.687,406.2758,1091.0671,694.4149,1966.6174,1078.389,6236.375,2168.1633,715.7516,19207.509100000003,1311.3655
324,1505.8435,2120.7666,401.3211,1101.1825,704.4677,1969.1619,1081.4553,6260.292,2189.1453,715.3841,19365.2243,1316.2043
325,1508.8607,1876.8126,410.9532,1101.419,707.0328,2051.5234,1079.3875,6232.5283,2205.7798,709.1066,19198.051500000005,1314.6476
326,1494.8086,1888.2156,400.8717,1068.9131,705.2737,2054.6736,1070.262,6279.7744,2223.4822,712.8618,19207.471900000004,1308.3352
327,1493.3168,1866.3431,410.1056,1072.5474,701.9089,2055.8826,1067.4739,6274.0293,2229.344,731.3087,19206.5639,1304.3036
328,1479.9448,1873.2183,405.266,1064.979,705.5657,2043.7971,1069.3065,6272.65,2226.1624,708.4224,19156.8474,1307.5352
329,1475.6694,1885.928,411.5695,1064.7051,694.5802,2034.7197,1070.6592,6218.3936,2230.4856,719.9482,19111.0328,1304.3743
330,1477.2839,1896.7383,402.725,1062.9929,697.2787,2043.6592,1064.7125,6235.226,2237.2883,723.5659,19153.1296,1311.6589
331,1460.9307,1865.8866,403.9923,1063.7607,696.0617,2024.0955,1060.3785,6216.7256,2221.33,699.4202,19019.0192,1306.4374
332,1479.4463,1879.2822,400.5642,1041.1049,704.1058,2031.1545,1057.8518,6236.323,2209.6533,711.1871,19052.331800000004,1301.6587
333,1470.2881,1855.3147,401.6595,1059.0674,695.5901,2027.9146,1058.3477,6195.6357,2205.6633,707.8403,18971.2196,1293.8982
334,1484.7819,1851.9626,394.6218,1089.0432,694.824,2014.2607,1059.5214,6218.856,2179.4487,711.1705,19006.839399999997,1308.3486
335,1469.2268,1879.5249,395.9762,1049.7491,704.1428,2023.3252,1048.8455,6210.8506,2179.6357,708.4188,18961.3566,1291.661
336,1468.0586,1890.6262,399.1732,1066.4146,695.6084,2013.0894,1050.9937,6210.0728,2168.008,704.4795,18964.5151,1297.9907
337,1461.6082,1895.1677,385.5895,1095.0137,686.0306,2002.9893,1062.2427,6208.786,2160.72,715.1494,18973.2221,1299.925
338,1480.4604,1894.5215,394.2444,1082.2933,696.892,2007.7148,1049.9594,6202.6025,2156.0757,704.9195,18969.717699999997,1300.0342
339,1473.4486,1889.5674,390.2235,1094.8114,696.1323,1992.0447,1053.9633,6226.987,2166.8335,706.5892,18977.8626,1287.2617
340,1471.6598,1880.6947,399.1872,1071.411,700.2465,1987.0833,1039.2535,6218.174,2163.6484,721.0569,18949.537500000002,1297.1222
341,1457.8553,1888.8293,391.1523,1074.6332,697.759,1985.8416,1043.1274,6219.426,2162.0823,717.31,18927.579999999998,1289.5636
342,1467.9457,1868.7471,395.6169,1081.2528,693.5047,1983.5503,1040.3927,6227.783,2154.7056,706.5448,18906.8374,1286.7938
343,1468.489,1869.1661,404.8336,1081.2388,698.2123,1992.8496,1040.6022,6190.6406,2165.2683,707.4798,18892.517299999996,1273.737
344,1466.8456,1874.8304,392.3702,1075.3999,693.9578,1990.939,1035.2336,6211.4453,2171.2935,710.8817,18906.149999999998,1282.953
345,1460.771,1853.1177,400.8572,1068.7756,691.3182,1977.7878,1041.0818,6211.2344,2173.611,702.2825,18867.0769,1286.2397
346,1460.1461,1871.4727,397.1993,1067.2179,692.9177,1988.6638,1039.1309,6225.1885,2184.123,712.4464,18912.8859,1274.3796
347,1458.8127,1845.8547,398.4043,1078.7198,691.9077,1993.343,1037.5842,6246.522,2208.6904,707.6498,18952.043999999998,1284.5554
348,1461.1387,1834.4556,393.629,1047.7306,681.6308,1987.8499,1037.1202,6236.0605,2246.851,701.3521,18900.7439,1272.9255
349,1458.6042,1841.9448,391.1437,1078.2057,691.5308,1986.3677,1037.1355,6239.25,2265.1826,708.6114,18978.003700000005,1280.0273
350,1462.9369,1863.7473,403.4459,1077.1182,691.5172,1972.0193,1041.7078,6215.634,2277.191,709.944,18989.652799999996,1274.3912
351,1453.6553,1861.8296,401.8809,1107.1646,690.9351,1968.7605,1032.7882,6192.032,2292.8335,716.0739,18990.343,1272.3894
352,1464.3301,1879.836,402.8141,1087.3137,695.5836,1937.9807,1048.091,6207.7725,2300.5166,709.2516,19002.119300000002,1268.6294
353,1471.8851,1861.3762,390.6741,1110.4666,680.1149,1991.8716,1049.2214,6226.6157,2299.0261,725.9651,19076.6074,1269.3906
354,1485.3268,1813.9436,402.9587,1094.7189,693.9656,2009.5225,1045.3984,6214.256,2301.0571,714.2764,19040.321299999996,1264.8973
355,1474.19,1865.1412,399.8859,1105.2307,683.4448,2012.8005,1042.5929,6204.6353,2311.5283,719.0307,19086.808900000004,1268.3286
356,1489.6289,1847.5782,415.6003,1103.4878,687.0802,2011.5859,1026.804,6220.035,2311.9292,710.4188,19091.0611,1266.9128
357,1487.5522,1860.2588,386.9374,1119.2795,694.0875,1959.3645,1040.9763,6223.4043,2310.692,725.9557,19067.853700000003,1259.3455
358,1479.7145,1841.6128,400.7745,1098.8839,681.8762,1997.4873,1034.7184,6219.9795,2315.2822,716.2831,19045.3824,1258.77
359,1480.4573,1851.2675,400.7544,1120.7278,681.5918,1952.3145,1030.3422,6209.8325,2328.5518,712.5586,19029.267999999996,1260.8696
360,1488.7452,1821.31,400.0758,1125.4873,686.9089,1967.5366,1037.8295,6229.593,2344.5168,720.2593,19080.445,1258.1826
361,1483.4619,1824.6577,405.9337,1121.7555,684.0649,1993.9727,1029.2324,6209.132,2335.4287,720.5136,19069.079100000003,1260.926
362,1474.5996,1821.2556,401.4202,1139.9333,686.4368,1999.29,1025.1887,6184.964,2333.185,722.3286,19050.9729,1262.3711
363,1487.1521,1822.6316,393.6486,1136.6383,699.3572,2021.3457,1025.0564,6184.647,2343.2754,726.7662,19096.6345,1256.116
364,1486.353,1836.629,391.7732,1140.3533,685.5336,2027.8853,1025.0201,6156.612,2330.2217,717.6528,19051.0725,1253.0385
365,1495.614,1843.9785,393.7313,1085.9761,699.6393,2017.6902,1023.0776,6199.1245,2328.4954,727.7006,19071.1635,1256.136
366,1503.7739,1849.3741,399.9366,1116.703,689.0828,2005.0198,1033.876,6206.877,2309.3835,721.635,19086.306,1250.6443
367,1500.9893,1822.784,402.8041,1115.9235,691.8486,1985.2634,1029.7133,6190.157,2299.601,703.9246,18994.3179,1251.3091
368,1499.5972,1851.2299,413.2496,1082.5042,691.7172,1984.2212,1032.0245,6199.998,2299.0117,710.0174,19019.092299999997,1255.5214
369,1517.0609,1839.9025,409.2038,1090.9042,689.5049,2019.425,1041.6261,6185.0576,2318.816,706.2811,19065.078599999997,1247.2965
370,1517.077,1832.613,420.7412,1079.4558,691.8848,2028.8464,1027.088,6180.176,2318.047,701.0272,19053.4867,1256.5303
371,1525.0623,1841.1449,412.3173,1090.2751,686.8518,2053.102,1045.7598,6170.571,2338.3167,706.9005,19123.9706,1253.6692
372,1548.2863,1839.5201,394.9605,1116.4368,691.9061,2048.7964,1049.5981,6181.643,2352.604,733.2591,19211.917699999998,1254.9073
373,1542.4843,1839.1226,406.0578,1142.7761,687.2406,2052.0176,1055.547,6210.1865,2373.3064,710.9748,19287.130400000002,1267.4167
374,1547.9702,1841.217,398.1745,1133.2986,698.0454,2057.0896,1062.7363,6197.32,2358.372,717.9785,19262.7727,1250.5706
375,1573.1089,1852.1897,399.1416,1129.3469,695.5864,2070.5876,1069.634,6226.1196,2386.9585,720.504,19376.3773,1253.2001
376,1569.2693,1873.1339,406.2593,1152.4453,694.1538,2081.0916,1080.4124,6180.9775,2402.149,723.6869,19425.1757,1261.5967
