,electricity-load-nyiso-capitl,electricity-load-nyiso-west,electricity-load-nyiso-millwd,electricity-load-nyiso-hud_valley,electricity-load-nyiso-north,electricity-load-nyiso-centrl,electricity-load-nyiso-mhk_valley,electricity-load-nyiso-nyc,electricity-load-nyiso-longil,electricity-load-nyiso-dunwod,electricity-load-nyiso-overall,electricity-load-nyiso-genese
377,1596.5454,1844.9587,417.2163,1157.2115,697.772,2091.9834,1076.1609,6249.193,2429.6174,712.7793,19536.106900000002,1262.669
378,1603.1208,1835.3395,397.6542,1191.657,700.3451,2096.1372,1073.1886,6224.96,2432.2554,720.0447,19534.4689,1259.7664
379,1605.9244,1868.4202,416.8496,1158.2095,702.3682,2052.7153,1092.0496,6265.093,2441.3782,726.7983,19594.7307,1264.9244
380,1617.517,1853.9551,416.3857,1218.4849,699.5021,2070.6042,1092.8723,6213.4746,2454.466,727.1173,19628.6807,1264.3015
381,1636.3079,1864.2836,432.6365,1171.4221,701.4471,2098.513,1096.7559,6237.5166,2465.288,736.6054,19703.625500000002,1262.8494
382,1652.3604,1863.2775,425.3442,1208.8885,710.4209,2125.4595,1102.554,6230.873,2498.3818,724.7625,19812.0584,1269.7361
383,1672.309,1865.8384,407.5825,1218.8013,700.3243,2152.8306,1109.7433,6268.5625,2495.0264,728.8785,19884.4715,1264.5747
384,1667.9817,1877.8574,419.0556,1216.4084,711.4353,2148.8838,1112.9716,6293.963,2536.2483,736.1939,19995.991400000003,1274.9924
385,1682.5989,1860.9266,427.5984,1247.1101,713.3968,2148.467,1116.4745,6308.2715,2543.3853,730.5994,20056.442799999997,1277.6143
386,1680.4111,1880.1235,415.218,1238.552,710.1469,2157.8733,1126.5165,6245.4346,2552.708,736.4812,20035.4536,1291.9885
387,1686.7443,1866.3403,426.8101,1244.677,710.038,2172.0205,1129.833,6283.89,2566.3232,743.726,20127.362100000002,1296.9597
388,1721.9335,1879.0272,427.1014,1288.0166,712.7134,2197.3555,1135.7568,6286.913,2608.0288,728.6935,20282.4693,1296.9296
389,1717.1943,1915.2893,433.4125,1267.381,711.2457,2154.435,1149.5653,6277.9316,2632.632,727.9316,20292.212900000002,1305.1946
390,1713.5005,1905.9863,435.31,1273.867,720.014,2182.17,1156.2432,6275.623,2645.5986,733.2802,20344.7053,1303.1125
391,1728.937,1949.3048,444.0694,1284.004,724.6786,2234.314,1165.8928,6318.835,2674.1392,740.5029,20572.294499999996,1307.6168
392,1741.4954,1914.1068,454.0806,1270.0773,724.5679,2196.482,1183.4797,6332.995,2701.5154,751.8521,20591.820400000004,1321.1682
393,1756.656,1934.0403,454.353,1295.516,733.392,2214.6768,1181.2749,6394.0127,2714.6372,743.7179,20751.2277,1328.9509
394,1755.0116,1932.0043,465.8608,1295.9548,728.0396,2246.5066,1190.8899,6411.593,2744.047,751.6359,20852.3182,1330.7747
395,1777.617,1907.505,446.9234,1319.7708,722.4952,2271.7932,1203.906,6426.767,2763.9297,778.6459,20965.463600000003,1346.1104
396,1788.3833,1945.3348,462.8459,1338.317,731.6968,2301.5317,1209.6846,6420.0625,2782.919,769.8245,21106.289800000002,1355.6897
397,1800.1064,1931.1748,470.6533,1352.9141,724.279,2312.3872,1213.6016,6411.4917,2816.8215,775.9214,21174.8256,1365.4746
398,1794.7098,1947.7899,476.2895,1336.8473,734.4355,2299.9878,1215.8156,6394.838,2826.3108,750.8153,21140.712499999998,1362.873
399,1783.7642,1989.0203,491.8922,1330.6906,740.7875,2319.4329,1212.175,6395.9463,2812.181,782.9152,21224.882299999997,1366.0771
400,1789.9045,1994.6968,480.4062,1357.9382,723.0238,2311.4448,1211.4287,6404.6494,2806.965,770.5644,21218.7985,1367.7767
401,1781.375,1957.7886,469.0527,1370.1711,732.4303,2335.1497,1216.0781,6393.5234,2824.4514,757.8175,21203.2536,1365.4158
402,1778.7483,1982.7968,471.8538,1352.1299,732.5027,2325.4016,1222.3125,6404.202,2827.1255,763.7413,21225.348200000004,1364.5338
403,1769.5399,1951.9098,471.7311,1347.1653,728.183,2306.0222,1225.3763,6359.3975,2816.7349,772.2151,21127.361800000002,1379.0867
404,1784.0616,1968.1957,468.1507,1346.1536,725.8994,2274.5522,1217.2483,6378.213,2816.3718,760.7329,21109.7408,1370.1616
405,1780.4973,1944.6067,464.8341,1379.393,735.3212,2322.5615,1207.0981,6373.0825,2822.4539,759.1501,21152.651199999997,1363.6528
406,1761.1824,1981.5117,467.2894,1374.3708,721.5147,2284.8645,1217.1047,6361.425,2822.5637,778.5695,21144.547499999997,1374.1511
407,1777.5659,1977.6598,453.4774,1377.497,729.1239,2308.4165,1215.61,6337.075,2823.3545,763.6109,21127.3747,1363.9838
408,1762.428,1984.0023,477.1334,1314.8491,726.2786,2325.2515,1206.291,6351.3438,2820.778,742.6181,21069.956000000002,1358.9822
409,1756.7764,1956.9849,468.4205,1371.3643,730.2227,2308.9668,1206.5562,6309.712,2782.6016,775.3859,21018.7767,1351.7854
410,1757.5767,1956.6434,477.8694,1330.4612,722.1576,2291.68,1210.7529,6299.509,2762.1855,779.7192,20945.468499999995,1356.9136
411,1748.0139,1972.7281,461.4918,1352.987,729.321,2311.138,1204.2236,6273.216,2754.8647,786.5496,20941.352799999997,1346.8191
412,1768.0283,1959.2753,470.6591,1336.9631,722.6596,2310.1511,1199.8712,6286.298,2747.6543,771.0358,20920.4481,1347.8523
413,1732.7578,1951.0244,466.4255,1333.1707,732.9369,2312.976,1205.7223,6290.7363,2742.371,778.3156,20894.415599999997,1347.9791
414,1735.0654,1979.0074,469.4849,1338.4092,722.4094,2260.7996,1199.3817,6255.2607,2741.8416,771.202,20816.478199999998,1343.6163
415,1732.3843,1941.0166,476.8742,1321.4814,722.8549,2247.485,1202.3374,6236.827,2732.588,769.5585,20732.442,1349.0347
416,1724.3428,1958.4818,462.6358,1342.5681,727.3102,2273.414,1202.5286,6233.9067,2718.885,770.0111,20746.3617,1332.2776
417,1732.113,1945.3192,465.9072,1333.3018,720.2,2228.005,1197.2229,6230.6733,2717.7144,766.0009,20677.615700000002,1341.158
418,1722.7445,1943.8074,474.2742,1352.032,722.2872,2248.9736,1204.1715,6220.433,2709.8652,758.9226,20696.951200000003,1339.44
419,1713.9678,1939.1721,464.7435,1311.4462,716.7011,2261.8777,1196.1116,6234.534,2700.8215,756.9345,20632.724299999998,1336.4143
420,1710.4066,1921.819,461.3179,1336.7131,718.1423,2284.8853,1182.6621,6190.416,2698.3398,760.6783,20585.5725,1320.1921
421,1720.544,1941.7625,459.2426,1309.5366,732.9313,2249.5842,1184.236,6181.489,2686.163,758.2257,20544.8999,1321.185
422,1708.4231,1937.4176,457.6805,1301.3865,720.264,2247.7166,1190.7313,6146.4053,2675.464,762.7609,20453.9134,1305.6636
423,1695.3467,1930.6702,461.8725,1292.077,707.6311,2261.4592,1193.23,6132.9814,2674.6055,772.7452,20426.910499999998,1304.2917
424,1691.1846,1928.439,462.7127,1287.7089,734.5927,2250.246,1175.1871,6103.799,2675.4746,745.3649,20363.9384,1309.2289
425,1688.4312,1939.8064,449.2803,1308.48,716.1096,2233.5044,1176.4983,6085.1865,2651.676,768.4963,20322.588099999997,1305.1191
426,1672.96,1929.7195,458.9136,1288.0903,725.3391,2220.581,1172.5498,6086.7485,2648.4602,758.8037,20247.2138,1285.0481
427,1676.667,1907.8105,460.7126,1314.2262,727.1725,2193.4285,1174.3276,6052.9507,2648.933,766.0693,20209.909,1287.6111
428,1671.567,1901.3303,448.8156,1281.2605,720.2225,2168.1953,1179.0087,6073.455,2628.3086,746.9409,20113.638800000004,1294.5344
429,1667.2617,1905.23,445.6053,1282.29,720.9301,2198.4717,1167.9497,6070.397,2626.4395,746.0523,20114.199,1283.5717
430,1661.5984,1887.9894,458.8914,1247.358,714.5226,2184.6887,1163.4807,6014.288,2619.1685,743.0527,19970.6519,1275.6135
431,1658.8809,1896.9437,435.7836,1266.4185,711.0302,2204.2712,1160.9779,6026.9062,2611.1506,742.441,19998.5155,1283.7117
432,1647.4283,1901.4553,449.4593,1270.0254,717.0869,2177.8044,1166.9342,6015.366,2595.7239,733.2604,19952.2454,1277.7013
433,1647.3601,1878.8696,442.646,1272.333,710.6805,2170.6194,1174.3242,5972.384,2587.5835,728.2475,19864.0734,1279.0256
434,1639.7385,1892.9733,435.1641,1312.0432,709.669,2183.3113,1145.4441,5951.5283,2572.6965,743.8997,19866.078800000003,1279.6108
435,1636.8068,1871.5975,439.9147,1248.116,703.7138,2172.2236,1143.2799,5936.152,2561.9292,722.8137,19701.65,1265.1028
436,1621.1943,1877.995,426.8687,1253.9943,707.4487,2141.3843,1129.5748,5919.194,2570.7666,737.1352,19629.9607,1244.4048
437,1632.3162,1871.6213,432.6569,1258.4221,700.797,2136.5068,1124.6934,5889.5293,2528.0127,729.4114,19553.900299999998,1249.9332
438,1624.8544,1849.6649,429.6456,1210.1423,695.9193,2101.6648,1128.9369,5867.919,2519.5513,716.592,19380.8748,1235.9843
439,1615.9313,1886.711,434.3804,1228.9249,709.1668,2076.1682,1118.0403,5871.47,2517.177,719.8427,19408.8639,1231.0513
440,1609.6003,1840.1321,428.4494,1258.9304,707.1172,2101.219,1112.3066,5839.59,2503.603,719.2539,19352.3899,1232.188
441,1604.0923,1834.0236,436.8699,1234.4965,696.0175,2101.4917,1113.0482,5809.4614,2498.426,712.3685,19266.7967,1226.5011
442,1610.2527,1832.8906,426.1628,1229.47,700.8201,2058.0767,1101.5117,5801.093,2502.7727,703.9201,19190.694499999998,1223.7241
443,1600.7908,1810.8707,406.016,1250.1595,695.2089,2098.3738,1094.1151,5784.785,2479.6318,711.9377,19151.2332,1219.3439
444,1596.5449,1792.4318,411.8846,1204.6925,692.3253,2040.4124,1087.7552,5738.095,2466.3354,713.6564,18950.884,1206.7505
445,1589.309,1824.7329,417.2989,1207.6042,698.9755,2058.9111,1087.0142,5750.873,2448.1714,702.2677,18979.2453,1194.0874
446,1559.2327,1817.8324,409.7846,1213.9391,684.8944,2068.5022,1076.0902,5698.4883,2428.1606,693.0268,18832.892000000003,1182.9407
447,1536.0847,1775.5654,415.7822,1169.7926,693.5532,2046.6086,1075.2646,5673.0273,2393.4436,695.9702,18665.332599999998,1190.2402
448,1559.9127,1756.6536,413.0002,1181.8162,700.5489,2036.6682,1070.5492,5631.626,2364.9282,676.9229,18571.783700000004,1179.1576
449,1551.7157,1761.7031,410.5433,1154.8525,682.1262,1992.085,1069.6667,5612.6006,2387.107,690.8444,18488.6949,1175.4504
450,1537.5618,1783.206,411.2018,1172.3364,687.5333,1978.6934,1063.0907,5586.3726,2379.1396,676.2262,18437.282499999998,1161.9207
451,1540.5107,1766.8784,415.6724,1167.1365,696.7134,2004.5618,1057.1812,5563.353,2346.7493,669.3667,18386.544700000002,1158.4213
452,1544.1196,1736.6858,400.9787,1143.124,689.5796,1995.9175,1054.4489,5561.2637,2331.8167,673.6943,18285.6183,1153.9895
453,1522.7147,1735.8491,411.6683,1149.907,684.8751,1981.0496,1053.6309,5538.232,2313.7979,666.3456,18208.011899999998,1149.9417
454,1521.8214,1738.6826,396.0967,1169.4379,675.1612,1970.4685,1060.6141,5511.564,2296.0554,663.4328,18148.6483,1145.3137
455,1512.7363,1724.7046,404.5623,1146.9536,681.1371,1982.1333,1036.5671,5460.5576,2290.954,659.3839,18036.7814,1137.0916
456,1500.4835,1738.7057,403.7252,1099.4885,685.0403,1959.3843,1037.8248,5448.4634,2273.051,656.7785,17930.6759,1127.7307
457,1498.8884,1700.908,379.0293,1118.8451,684.7626,1965.0962,1027.103,5424.5176,2249.624,647.9482,17833.3826,1136.6602
458,1482.3322,1744.4727,394.4648,1129.7506,680.2391,1948.8359,1027.7634,5394.7227,2256.055,647.8118,17832.0278,1125.5796
459,1474.2788,1679.658,398.3503,1123.8895,679.7495,1942.7166,1019.5865,5345.416,2235.23,647.7076,17673.011000000002,1126.4282
460,1470.3159,1692.4115,389.7576,1128.6299,678.8135,1923.4353,1012.2963,5315.858,2223.5852,635.5014,17590.1241,1119.5195
461,1466.8967,1693.1567,379.4651,1103.2131,678.7344,1905.6362,1000.8221,5280.8633,2205.5024,642.4753,17476.373199999998,1119.6079
462,1460.2236,1702.386,388.4307,1083.4261,686.1729,1926.7681,1003.814,5283.12,2196.8752,633.0035,17466.7504,1102.5303
463,1453.5123,1669.4985,365.6501,1099.1096,677.9164,1935.3977,1002.4738,5228.21,2181.2297,632.3998,17361.0456,1115.6477
464,1447.4326,1685.0295,392.9602,1062.4269,683.7305,1928.061,1007.4233,5187.244,2167.9238,628.0386,17299.532399999996,1109.262
465,1440.6178,1688.3351,376.3312,1092.0153,679.9194,1931.2671,990.8242,5171.177,2148.2227,621.3818,17241.5894,1101.4978
466,1448.1492,1666.4946,363.78,1090.3433,673.2379,1911.8818,985.4039,5175.8457,2147.3848,624.8633,17189.5857,1102.2012
467,1429.2087,1644.179,369.1534,1051.749,673.4816,1902.0654,978.9809,5095.1035,2118.5803,615.3505,16968.236299999997,1090.384
468,1423.855,1678.2003,354.883,1062.1826,680.233,1910.1218,979.8385,5072.3657,2104.0015,613.6204,16963.7364,1084.4346
469,1424.852,1625.8274,351.7114,1059.6577,677.9529,1862.2517,987.3412,5052.0977,2093.7334,613.59,16834.0203,1085.0049
470,1423.7567,1639.1564,346.2272,1045.2473,678.3231,1835.0974,984.6813,5034.5645,2083.642,613.6386,16770.9295,1086.595
471,1414.4845,1630.7828,351.3661,1059.4651,679.9591,1899.9727,976.4939,5035.287,2073.8215,609.1281,16817.5918,1086.831
472,1416.6154,1630.646,341.9847,1044.5695,671.8538,1864.4705,986.4485,5030.306,2069.1763,602.6985,16745.507100000003,1086.7379
473,1420.0002,1607.4009,345.6158,1031.9932,666.6387,1880.854,976.9484,5008.6895,2072.1667,613.4075,16712.0565,1088.3416
474,1409.8303,1630.8606,344.1406,1003.637,673.9105,1858.1614,977.8815,4979.921,2047.6592,601.8648,16618.2439,1090.377
475,1388.0071,1645.06,354.5629,1047.7357,679.4243,1867.304,973.2308,4966.447,2039.5385,602.1771,16630.626200000002,1067.1388
476,1411.9677,1618.4937,354.658,1017.901,676.1434,1875.9011,965.4352,4947.032,2030.952,604.4299,16588.2315,1085.3175
477,1400.7555,1617.3065,339.8987,1026.583,674.2564,1901.2229,966.0043,4948.6016,2030.6194,596.8,16581.4935,1079.4452
478,1410.6534,1632.7369,343.5543,1018.7513,673.2096,1876.5842,969.2073,4920.4614,2032.6477,599.3154,16545.6185,1068.497
479,1395.0643,1627.2012,341.5332,996.556,669.1285,1888.1323,967.9797,4905.9043,2022.3602,597.0167,16480.630400000002,1069.754
480,1385.6608,1603.8335,345.6869,1009.1464,667.5049,1827.3833,966.2296,4885.722,2017.446,597.1054,16388.3299,1082.6111
481,1382.82,1581.4686,337.3007,1006.8059,672.6711,1821.9998,963.2883,4872.327,2031.4734,595.8929,16354.5497,1088.502
482,1377.7145,1607.988,343.2878,1014.3347,661.0303,1856.4353,963.993,4859.5576,2003.556,602.157,16369.6036,1079.5494
483,1377.7145,1607.988,343.2878,1014.3347,661.0303,1856.4353,963.993,4859.5576,2003.556,602.157,16369.6036,1079.5494
484,1382.1224,1591.2678,352.5311,1019.5356,667.0991,1891.3525,951.0678,4841.1455,1993.7954,585.7773,16334.870799999999,1059.1763
485,1381.0952,1607.2223,342.5383,1006.5164,665.9699,1831.9307,952.3471,4834.515,1983.1279,582.7174,16248.9232,1060.943
486,1378.7299,1599.2682,345.199,1023.5788,668.1533,1870.4175,952.571,4789.1333,1972.4608,577.6591,16244.6025,1067.4316
487,1371.5842,1587.2297,340.7837,977.2271,668.5019,1870.1956,952.9093,4797.0723,1977.8436,594.7627,16207.017899999999,1068.9078
488,1378.4247,1586.7826,337.1093,995.0413,666.8617,1869.707,946.0866,4786.752,1966.0703,584.7723,16184.923,1067.3152
489,1378.1539,1610.6842,340.9494,996.936,666.9836,1864.783,947.5571,4785.1694,1971.5654,588.9133,16213.871799999997,1062.1765
490,1367.9115,1597.1127,349.4377,992.4431,674.6057,1860.2771,946.1437,4773.2686,1968.8804,582.7604,16177.8546,1065.0137
491,1369.7017,1583.4218,346.8154,985.858,682.5075,1866.5884,940.201,4764.6445,1974.5857,573.4872,16145.8378,1058.0266
492,1362.4978,1621.2585,338.1262,981.1089,659.5636,1794.9121,947.2686,4757.6514,1959.8213,577.5859,16060.738299999999,1060.944
493,1360.615,1580.4009,350.3946,993.8533,668.8797,1845.3269,951.539,4737.382,1955.3624,582.4788,16077.2766,1051.044
494,1361.9797,1596.3654,345.6484,964.0878,672.8803,1839.8889,946.0601,4737.51,1950.0264,576.8329,16051.908800000001,1060.6289
495,1360.3627,1588.3126,344.5809,990.6343,674.691,1848.7126,944.537,4712.654,1944.5825,575.1641,16042.446300000001,1058.2146
496,1366.0494,1626.8922,343.9386,974.5305,670.9108,1868.2903,941.1499,4718.418,1935.4038,574.4458,16069.7136,1049.6843
497,1357.3098,1624.0251,346.4526,995.5432,670.791,1808.4998,947.2697,4711.2803,1936.887,567.9579,16014.009300000002,1047.9929
498,1358.7279,1592.5516,349.6199,1009.2015,676.6415,1821.395,943.7466,4712.234,1930.8186,567.8768,16023.024400000002,1060.211
499,1353.9,1563.5505,339.5693,993.3584,675.5385,1837.4016,952.1234,4700.2783,1928.4861,575.0716,15972.877999999999,1053.6003
500,1365.4854,1578.6302,344.3319,989.8157,669.2368,1833.2366,949.8554,4684.7505,1925.2413,568.3718,15965.088399999999,1056.1328
501,1359.9155,1584.2599,345.514,989.7255,664.3322,1840.0046,961.3315,4691.1987,1920.8652,565.9208,15971.774100000002,1048.7062
502,1359.9155,1584.2599,345.514,989.7255,664.3322,1840.0046,961.3315,4691.1987,1920.8652,565.9208,15971.774100000002,1048.7062
503,1350.2914,1596.7361,352.4757,991.5851,676.5963,1794.3865,941.8572,4675.7275,1917.5837,570.6937,15932.717400000001,1064.7842
504,1367.7725,1611.753,338.6481,993.3102,663.4346,1803.3838,952.672,4687.665,1920.6008,570.8543,15959.802800000001,1049.7085
505,1367.7725,1611.753,338.6481,993.3102,663.4346,1803.3838,952.672,4687.665,1920.6008,570.8543,15959.802800000001,1049.7085
506,1361.7476,1592.4281,335.2389,1000.5577,660.9058,1840.5151,947.6937,4695.1377,1912.2749,572.2655,15974.022900000004,1055.2579
507,1365.5657,1589.8291,343.7552,988.1071,667.0224,1853.8108,946.2698,4685.3154,1910.6971,565.8241,15968.707900000001,1052.5112
508,1364.288,1579.2157,346.4672,985.3431,667.4917,1845.4216,955.4631,4677.1724,1915.0593,566.9085,15971.084500000003,1068.2539
509,1373.9438,1590.0251,338.0925,992.4445,682.1052,1863.449,929.1329,4686.766,1925.9014,564.9135,16002.1841,1055.4102
510,1370.1272,1612.2991,341.054,995.4694,665.4733,1840.242,938.5362,4673.342,1911.5176,565.0345,15972.294899999999,1059.1996
511,1367.2731,1600.7805,345.2091,999.7914,672.7728,1851.082,943.3412,4663.981,1922.5662,567.6839,15997.656400000002,1063.1752
512,1371.257,1605.475,337.1358,991.4548,662.5845,1848.2476,941.3531,4657.4053,1918.1775,573.8595,15969.955700000002,1063.0056
513,1368.2911,1609.3069,345.0672,1000.3488,668.6621,1851.6621,944.8773,4685.07,1920.7719,560.4041,16010.074999999997,1055.6135
514,1365.325,1593.7474,336.5398,1027.0499,671.4428,1809.9011,945.4569,4678.8345,1915.6208,572.0423,15981.7062,1065.7457
515,1368.8885,1593.888,336.2783,1012.676,670.0904,1819.7041,943.9082,4636.26,1923.1783,568.0615,15933.886899999998,1060.9536
516,1380.3745,1586.0479,347.2499,1001.3616,672.6877,1844.3853,946.5426,4665.1016,1933.5505,570.2175,16019.415500000001,1071.8964
517,1368.0659,1595.996,349.4613,1018.1632,671.984,1811.3308,952.0665,4661.2715,1938.474,571.0052,16014.1331,1076.3147
518,1376.2498,1598.7303,344.7535,1017.833,676.2477,1867.3438,952.3651,4656.06,1939.786,571.6152,16082.497800000001,1081.5134
519,1373.4519,1591.7373,356.3738,992.2887,669.1284,1871.6875,959.4429,4675.928,1943.8162,571.3532,16085.8561,1080.6482
520,1382.603,1596.8658,361.5634,998.8031,678.1417,1867.8484,952.0689,4659.8223,1935.1885,569.8706,16074.9633,1072.1876
521,1379.8943,1609.7488,352.0842,996.4392,675.8287,1889.5537,954.523,4692.964,1935.9905,573.2703,16138.793399999999,1078.4967
522,1383.4502,1613.1482,365.757,1017.1865,672.5721,1892.5325,950.1646,4681.5986,1930.3148,571.3262,16162.3293,1084.2786
523,1398.6504,1613.5623,352.9049,1023.4855,675.6448,1898.9634,958.0726,4697.0225,1942.1171,573.35,16222.484199999999,1088.7107
524,1394.7554,1622.6038,362.3333,998.6395,678.637,1889.4961,958.334,4689.467,1947.1127,578.6111,16209.979000000001,1089.9891
525,1408.0188,1638.8079,349.6453,1027.1833,682.9688,1866.6404,960.3963,4719.7466,1954.7477,579.1105,16264.0019,1076.7363
526,1395.2319,1610.8333,361.3547,1012.4069,681.9279,1890.082,971.9565,4703.236,1948.489,581.4341,16261.6256,1104.6733
527,1406.943,1629.77,370.7785,1019.2562,685.5941,1923.0293,969.2427,4724.7314,1972.7527,570.2336,16377.177700000002,1104.8462
528,1420.3625,1654.6913,378.1243,1006.7858,685.7814,1923.8525,967.2909,4773.9326,1978.5273,583.8983,16497.875799999998,1124.6289
529,1429.2948,1657.0585,376.2532,1016.879,677.493,1944.4329,972.2822,4774.3887,1995.8982,583.3681,16545.7722,1118.4236
530,1420.8313,1650.2617,366.599,1031.676,686.7686,1926.1226,980.4702,4810.1035,1992.7504,585.5387,16582.0148,1130.8928
531,1433.0789,1668.2764,374.3985,1056.6846,686.4168,1959.1538,979.9866,4814.0454,2021.546,594.5447,16721.7401,1133.6084
532,1429.4633,1668.3584,382.5292,1034.083,689.212,1970.7834,988.3993,4809.9614,2031.4102,589.3555,16724.9458,1131.3901
533,1431.2825,1655.6656,382.4071,1023.1995,692.3685,1983.1072,1002.8685,4837.367,2032.7983,594.9428,16777.3194,1141.3124
534,1446.9757,1672.419,382.7391,1040.2988,690.6647,1967.3826,998.4648,4877.777,2045.5901,594.5017,16867.4717,1150.6582
535,1462.5544,1696.9395,387.3342,1038.7881,689.4495,1936.9568,1001.4399,4891.5063,2053.3108,599.7842,16902.895699999997,1144.832
536,1464.0374,1675.6549,376.3864,1059.7529,693.6445,1925.0215,1010.7036,4929.26,2059.5952,597.8907,16946.7393,1154.7922
537,1454.8042,1684.685,381.0668,1058.8271,692.346,1994.4626,1010.0452,4950.0576,2056.4482,607.2217,17041.428,1151.4636
538,1467.1223,1698.8098,382.3682,1063.3514,702.0658,2003.1633,1020.0096,4989.2617,2071.784,611.0011,17162.498499999998,1153.5613
539,1466.5177,1705.087,396.3014,1045.2883,695.8712,2040.3335,1027.0659,4991.0615,2093.3516,622.5696,17257.6242,1174.1765
540,1498.7334,1730.0066,373.4931,1079.544,698.2473,2044.5383,1053.4198,5075.823,2125.6462,619.5616,17490.3766,1191.3633
541,1501.2876,1744.3911,373.4937,1113.1599,701.923,2081.983,1040.8687,5095.5957,2111.1648,623.4902,17588.0302,1200.6725
542,1513.3384,1768.4558,382.793,1072.7104,712.1111,2076.8137,1044.3136,5103.839,2134.8164,629.4132,17638.2081,1199.6035
543,1526.3595,1765.0195,381.4551,1087.3721,703.8532,2079.046,1054.9584,5156.9165,2153.271,633.0937,17748.3564,1207.0114
544,1526.502,1797.7498,382.6747,1116.0431,708.4644,2094.859,1067.8195,5154.133,2154.4194,634.3329,17853.851300000002,1216.8535
545,1533.0251,1747.5753,397.3553,1096.4583,713.5761,2087.2788,1077.5365,5194.4375,2180.956,636.0436,17892.0937,1227.8512
546,1535.0441,1804.3336,398.6438,1091.5148,726.4635,2091.5146,1067.2006,5227.7764,2184.719,638.3227,17999.0526,1233.5195
547,1535.6171,1819.2979,398.645,1109.73,709.7667,2085.484,1091.5355,5248.995,2180.5479,638.1862,18050.695900000002,1232.8906
548,1549.6438,1845.7015,401.7906,1122.2747,713.7406,2145.0444,1086.042,5273.4487,2206.9229,658.3674,18246.4469,1243.4703
549,1558.062,1815.8375,412.4666,1109.939,717.6509,2124.5398,1094.3909,5284.9893,2220.9321,646.2838,18236.4061,1251.3142
550,1558.6577,1833.2294,393.0872,1116.9475,724.0406,2154.9377,1078.7524,5369.251,2217.197,650.4888,18331.103,1234.5137
551,1577.9102,1823.6326,395.0102,1085.325,720.5688,2173.2646,1097.7327,5411.3076,2236.5989,655.8578,18429.5335,1252.3251
552,1593.5662,1839.3171,406.1485,1133.9182,731.5315,2160.244,1102.426,5435.4175,2249.3813,659.1176,18580.1587,1269.0908
553,1596.186,1847.2316,419.8394,1133.0767,727.3049,2159.13,1116.8998,5459.3047,2278.5537,673.3033,18677.499799999998,1266.6697
554,1606.126,1833.91,402.5959,1173.1936,736.133,2171.4324,1121.0605,5556.0244,2279.5378,663.4266,18815.7825,1272.3423
555,1622.0121,1858.698,425.0027,1134.9828,734.7711,2204.2295,1116.6796,5557.1387,2299.0674,672.6086,18892.5384,1267.3479
556,1613.1676,1866.2402,415.3248,1161.4868,722.8552,2190.2505,1119.4219,5552.12,2309.1711,676.9747,18896.1512,1269.1384
557,1628.614,1868.4829,428.3709,1155.2161,732.9617,2158.2861,1119.9521,5613.7656,2314.956,684.2841,18994.5942,1289.7047
558,1621.1808,1886.9514,417.9108,1165.6553,721.7598,2155.7744,1123.2292,5641.672,2316.4668,685.9524,19023.766599999995,1287.2137
559,1629.355,1889.2692,416.2237,1162.3931,737.8742,2186.2573,1126.2186,5653.3604,2325.3394,681.1032,19080.130199999996,1272.7361
560,1634.4329,1909.4467,429.0796,1164.0717,742.5692,2180.77,1119.3693,5698.1143,2364.7622,686.2649,19217.186,1288.3052
561,1635.5404,1890.2266,433.7709,1157.5308,738.1476,2191.6938,1132.94,5767.4443,2346.8442,691.199,19277.4948,1292.1572
562,1637.0271,1888.6119,429.5587,1192.0271,738.0082,2202.1392,1132.6825,5785.009,2371.19,681.4442,19355.7679,1298.07
563,1639.4972,1887.2968,434.5021,1185.5154,731.4956,2202.7314,1142.2972,5832.1167,2394.1357,689.3331,19444.947,1306.0258
564,1646.6052,1902.5488,426.4487,1187.2231,738.7611,2228.7144,1144.5535,5830.295,2401.2605,701.1425,19512.485500000003,1304.9327
565,1652.7917,1924.5336,441.2697,1190.0458,728.7042,2246.0325,1167.1322,5887.1094,2420.323,709.2243,19672.5945,1305.4281
566,1643.2543,1878.8226,440.0568,1182.2694,740.2282,2232.0752,1154.1492,5897.9214,2448.9438,703.295,19639.8472,1318.8313
567,1664.963,1932.412,449.7123,1203.709,745.7949,2230.2932,1163.6653,5957.2734,2468.5261,702.7119,19825.5396,1306.4785
568,1652.3417,1919.2913,456.7946,1184.002,746.1465,2175.813,1153.8094,5964.379,2465.5405,709.4862,19743.489,1315.8848
569,1650.359,1910.1414,446.5293,1200.874,737.8171,2223.5967,1156.1984,5981.4697,2466.9287,728.7992,19823.194199999998,1320.4807
570,1648.9192,1921.8525,434.9671,1213.9158,733.4651,2233.9744,1167.23,6020.8066,2495.2734,722.3691,19914.1106,1321.3374
571,1642.2966,1939.0996,450.8062,1226.2034,750.3457,2261.9893,1145.1827,6012.203,2484.4053,717.0186,19943.181600000004,1313.6312
572,1638.9529,1945.2601,448.9032,1191.7246,733.3717,2254.9875,1169.0358,6056.696,2504.8535,719.5181,19987.794899999997,1324.4915
573,1650.4906,1944.4329,450.8548,1217.7782,733.4185,2240.2183,1160.566,6077.2803,2499.3848,719.6263,20022.1835,1328.1328
574,1634.8782,1952.9697,443.4764,1215.9868,742.6464,2246.7065,1159.0703,6091.534,2506.6335,720.1585,20041.3364,1327.2761
