,sq,fcx,cop
0,-0.3376895314568529,0.0,0.3982212835529353
1,0.3376895314568529,1.779676568673061,0.3980627664850189
2,3.10140485920396,0.7109847437787309,-0.2653575708819744
3,-0.9428880008890417,0.0,-0.26542800421269774
4,1.1488580363430145,0.35530289945606697,0.0
5,0.12719559637730526,-0.710732083933685,-0.9295532174542487
6,-0.5688042978597707,-1.5369074192590482,0.13284623068354762
7,-4.32675593892462,-2.381174173645473,-0.531490844294602
8,0.7179221937416713,-0.6854597132410767,0.7971303730185397
9,0.4702232566096143,-0.3857776682578695,0.5310674580467634
10,-0.9771769825928089,-0.35733429002693384,-0.7967069867707011
11,-0.05138565475881762,0.6431098152983594,-0.7973422349336623
12,-0.997133830455077,-1.7158794515252929,0.5316321231005894
13,1.4203106780454888,-1.432152052877278,0.0
14,-1.1834520984281838,0.0,0.3985386967397808
15,0.30445004717361,-0.35835872091105614,0.26560425122967857
16,0.33816915543294357,-1.1332583822349918,0.0
17,3.4765033748636043,0.05741104877188263,0.0
18,0.44668077519283145,-0.35887314219706923,0.5309969592439678
19,0.26064002426640087,0.0,0.663349941405933
20,-2.2246950221109785,-0.3590019783668019,1.0604454864391322
21,-0.2699966266828113,1.076619519030153,0.0
22,-1.0807160795174298,-1.076619519030153,-0.5300821751474949
23,0.13515339931302606,-0.06463404564671649,0.7950179297768756
24,-0.38726330028815426,0.7825091662105876,0.4316948858233971
25,-0.6268327200942281,0.0,0.09796614350854327
26,0.8093314938033558,0.3587443984662819,-0.6621201327772219
27,-0.6740592582232807,1.4336920018487298,-0.36302786836284184
28,3.2639762349795376,-0.35823034594084646,0.23055121717874272
29,0.6509798284630719,-1.4342060543741653,-0.13779433687055587
30,-0.8087343748517384,0.3587443984662819,-1.1879383244894903
31,-0.9025107001603416,0.35861574707451993,0.7956504862125513
32,-0.5143501785029869,-0.35861574707451993,0.26507621096261147
33,0.27003308069240006,0.35861574707451993,0.7948073010806134
34,0.2247469328642282,-0.7173601455408019,0.0
35,0.9895003830830973,0.7173601455408019,1.3232766255413253
36,-1.5241164476638147,0.0,-0.2645152772990933
37,-0.29780787290523136,0.7168459088333634,1.0576415581353693
38,1.0800595082605113,0.716332408854381,0.0
39,-1.012521602585359,-0.3581020629135345,-1.0576415581353693
40,-1.0473504682249057,-0.35823034594084646,0.7933360193956851
41,-2.9960667327175727,-1.4342060543741653,0.2643055387396842
42,0.864194446687172,-0.7178751205638711,0.0
43,-1.0506872799691536,-0.7183908354932989,0.2642356997801798
44,-0.5664732781189841,0.0,0.26416589771915966
45,-0.06582668650167989,-1.0785548412082235,-0.7927071362390237
46,-0.6829530175203047,-1.4398850579877553,0.08987172139462984
47,-1.5033243146955755,-0.3602954461601193,0.17443381734505436
48,-0.13603591369104606,-1.0816658707408777,-0.793126280836276
49,1.4817939211706488,0.7212405649830167,0.0
50,0.013584280271317084,-0.36055525899891805,-0.5291005414433947
51,-1.2743292381971472,-0.36068530598409865,0.2645852641443014
52,-1.3100029944910219,0.9807598790017025,0.39674668245082145
53,-2.454490902950468,-0.6200745730176038,0.9251305754647277
54,-0.6705777120998846,0.2668233969469469,-0.528541238519864
55,-0.5527793358925948,-0.6275087029310455,0.2643055387396842
56,-0.48743722134592105,-0.7217611284096037,-0.22994186800895378
57,-1.2275069810261385,-1.8066852249494225,-0.4309530076755941
58,0.5804140540996983,-1.8099552452395251,0.6608948756845479
59,1.8116256599771674,-1.0875476873986045,-0.925375173444376
60,-2.1195864487371097,-1.8079445551100193,-1.3234517548443847
61,-1.4384056728493633,-1.461813126446998,0.13242402191115943
62,-2.663080862260969,-1.4566644964637554,-0.13242402191115943
63,1.4827286154162067,0.3643650978548685,0.6619448179749909
64,-1.187243691587625,0.36423238428540117,0.5292405521784005
65,1.1330278803907134,0.3640997673577395,0.0
66,-3.2307984796275946,0.9242178464270445,-0.2645852641443014
67,-0.8265601793082666,-0.7276590801832405,0.1323013827421171
68,-0.8272439462526648,0.5312433037278907,0.26455026609317756
69,3.5110703516130215,2.1802334217690955,-0.13226638469099328
70,-1.3066054191863685,-0.7988671037444384,1.1897681355885759
71,-1.9975897808421905,0.07265065933692583,-0.5286110867110949
72,-0.4751870060601959,-0.3633060893730722,0.6607202090380682
73,0.957729324043477,-1.2871652511803333,0.7922884344195857
74,-2.0696799385264697,-0.16738045981412597,-0.6601967626074234
75,0.05179423876633393,-0.7280670143234858,0.5281922742632617
76,2.25011235125816,1.8191745966582573,0.13200448834416179
77,2.5894262305472537,0.0,-0.13200448834416179
78,1.5793994699491165,1.8158712089744178,-0.13202191582983858
79,1.171949200639233,0.0,0.39601346963324957
80,-1.5150847768712339,0.36277889024782795,-0.39601346963324957
81,0.06863653525446267,-1.052421573794149,-0.13203934791716776
82,1.9199128223270634,1.052421573794149,0.6600224647232977
83,1.1884974575648855,0.36264732945046063,-0.1319696471728804
84,1.0695349090203976,0.7249003579481439,-0.7921838280666726
85,0.5124788714629958,0.36225321895910767,0.6601967626074234
86,1.7404662699149753,0.19556218758776112,-0.13200448834416179
87,0.2297881084203368,1.6137381069611934,0.13200448834416179
88,2.0561949670430124,0.0,-0.327403115366387
89,1.2185073162953586,0.3614675622225505,0.5913598279985166
90,-0.23651362714183222,0.0,0.3958044777578884
