,jnj,cat,ma
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,13.409480627154302,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,4.194978446269815,0.0,0.0
9,-4.194978446269815,0.0,0.0
10,0.0,0.0,16.095608636216063
11,0.0,0.0,-16.095608636216063
12,0.0,0.0,0.0
